,d
6329,-40434.0
6330,-40344.5
6331,-41631.0
6332,-40110.5
6333,-36802.5
6334,-32558.0
6335,-27919.0
6336,-25050.5
6337,-24497.0
6338,-24068.5
6339,-23734.0
6340,-23687.0
6341,-24983.5
6342,-30012.5
6343,-36283.5
6344,-38791.0
6345,-39689.0
6346,-39890.5
6347,-40011.5
6348,-39927.5
6349,-39030.0
6350,-38189.5
6351,-37497.5
6352,-38480.5
6353,-39044.0
6354,-39211.5
6355,-39921.0
6356,-38267.5
6357,-35167.5
6358,-31650.5
6359,-27737.0
6360,-24935.0
6361,-24257.5
6362,-23559.5
6363,-22948.5
6364,-22719.0
6365,-23071.0
6366,-25058.5
6367,-28219.0
6368,-32081.0
6369,-34138.5
6370,-34377.0
6371,-33982.5
6372,-33457.5
6373,-32389.0
6374,-31552.5
6375,-31206.0
6376,-32062.0
6377,-33724.0
6378,-34815.0
6379,-36911.5
6380,-35447.0
6381,-32868.5
6382,-30327.0
6383,-27092.5
6384,-24415.5
6385,-23669.0
6386,-22977.5
6387,-22280.5
6388,-21843.0
6389,-21881.5
6390,-22831.5
6391,-24459.5
6392,-27701.5
6393,-30918.5
6394,-32990.0
6395,-33954.5
6396,-34830.0
6397,-34535.0
6398,-34123.0
6399,-34254.0
6400,-35332.0
6401,-36510.5
6402,-36891.5
6403,-37620.0
6404,-35592.0
6405,-33090.5
6406,-29513.5
6407,-25485.5
6408,-23052.0
6409,-23055.5
6410,-22873.0
6411,-22424.5
6412,-22451.5
6413,-23837.5
6414,-29340.0
6415,-36054.0
6416,-38571.5
6417,-40157.5
6418,-40952.0
6419,-41676.5
6420,-41904.0
6421,-41196.5
6422,-40460.0
6423,-40080.5
6424,-41219.0
6425,-41415.0
6426,-41237.0
6427,-42281.0
6428,-39928.5
6429,-36255.0
6430,-31806.0
6431,-27376.0
6432,-24589.0
6433,-24434.5
6434,-24268.0
6435,-23838.5
6436,-23599.5
6437,-24834.5
6438,-29954.0
6439,-36411.0
6440,-38319.5
6441,-39228.5
6442,-39433.5
6443,-39649.0
6444,-39850.0
6445,-39661.0
6446,-39290.5
6447,-39314.5
6448,-40931.0
6449,-41711.5
6450,-41782.0
6451,-43220.5
6452,-40964.0
6453,-37280.5
6454,-32654.0
6455,-28035.5
6456,-25388.0
6457,-25422.0
6458,-25327.5
6459,-24855.0
6460,-24583.5
6461,-26013.5
6462,-31307.5
6463,-37927.0
6464,-39689.5
6465,-40340.0
6466,-40414.0
6467,-40703.0
6468,-40844.5
6469,-40215.5
6470,-39851.5
6471,-39693.0
6472,-41158.0
6473,-41839.5
6474,-42437.5
6475,-43790.5
6476,-41466.0
6477,-38084.0
6478,-33619.0
6479,-28824.0
6480,-26151.0
6481,-26000.0
6482,-25641.5
6483,-25040.5
6484,-24743.0
6485,-26028.0
6486,-31405.5
6487,-37839.5
6488,-39739.0
6489,-40093.5
6490,-39964.0
6491,-40000.0
6492,-39876.0
6493,-39258.5
6494,-38883.5
6495,-38851.0
6496,-40197.0
6497,-40979.5
6498,-41541.0
6499,-43018.0
6500,-40921.5
6501,-37359.5
6502,-32901.5
6503,-28392.5
6504,-25471.5
6505,-25297.5
6506,-24940.0
6507,-24427.5
6508,-24135.5
6509,-25232.5
6510,-30339.0
6511,-36702.0
6512,-38872.5
6513,-39390.5
6514,-39409.0
6515,-39092.5
6516,-38623.5
6517,-37849.5
6518,-37414.5
6519,-36943.0
6520,-37932.5
6521,-38656.0
6522,-38939.0
6523,-40245.5
6524,-38138.5
6525,-35215.0
6526,-31770.0
6527,-28039.0
6528,-25189.0
6529,-24487.5
6530,-23727.0
6531,-22887.0
6532,-22398.0
6533,-22550.5
6534,-24708.0
6535,-27639.5
6536,-31230.5
6537,-33405.5
6538,-33527.5
6539,-33284.5
6540,-32959.0
6541,-31978.5
6542,-31143.0
6543,-30946.0
6544,-31873.5
6545,-33711.0
6546,-35234.5
6547,-37476.5
6548,-35530.0
6549,-33214.0
6550,-30459.5
6551,-27074.5
6552,-24544.5
6553,-23948.0
6554,-23050.5
6555,-22119.0
6556,-21372.5
6557,-21346.5
6558,-22491.5
6559,-24044.5
6560,-27142.5
6561,-30224.5
6562,-32280.0
6563,-33184.5
6564,-33661.5
6565,-32994.5
6566,-32441.5
6567,-32740.5
6568,-33857.0
6569,-35271.0
6570,-36537.0
6571,-37535.0
6572,-35470.0
6573,-32883.5
6574,-29685.5
6575,-25923.5
6576,-23407.0
6577,-23349.5
6578,-23189.5
6579,-22626.0
6580,-22517.0
6581,-24061.0
6582,-29825.5
6583,-36553.0
6584,-38651.0
6585,-39517.5
6586,-39662.5
6587,-40043.5
6588,-40136.0
6589,-39255.5
6590,-38620.0
6591,-38291.5
6592,-39536.0
6593,-40170.0
6594,-40826.5
6595,-42175.0
6596,-39752.0
6597,-36375.0
6598,-31975.5
6599,-27465.5
6600,-24822.5
6601,-24567.5
6602,-24414.0
6603,-23672.5
6604,-23653.0
6605,-24848.5
6606,-30312.5
6607,-37016.0
6608,-38792.5
6609,-39444.5
6610,-39101.5
6611,-39085.0
6612,-39064.0
6613,-38608.5
6614,-38396.0
6615,-38616.5
6616,-40408.5
6617,-41692.5
6618,-42779.0
6619,-42847.5
6620,-40098.0
6621,-36734.5
6622,-32262.5
6623,-27575.5
6624,-24704.0
6625,-24691.0
6626,-24516.0
6627,-23889.5
6628,-23794.5
6629,-25031.5
6630,-30782.0
6631,-37262.0
6632,-39104.0
6633,-39370.5
6634,-39216.5
6635,-39391.5
6636,-39232.5
6637,-38761.0
6638,-38277.0
6639,-38344.5
6640,-39960.0
6641,-41153.5
6642,-42271.5
6643,-43720.5
6644,-41108.0
6645,-37487.0
6646,-33264.0
6647,-28744.5
6648,-25795.5
6649,-25800.5
6650,-25547.5
6651,-25014.0
6652,-24751.5
6653,-25991.0
6654,-31671.0
6655,-38426.5
6656,-39987.0
6657,-40171.0
6658,-39907.0
6659,-39616.0
6660,-39607.0
6661,-38905.0
6662,-38522.0
6663,-38537.0
6664,-39958.5
6665,-40924.5
6666,-42789.5
6667,-43482.0
6668,-40672.5
6669,-37212.5
6670,-32984.0
6671,-28524.0
6672,-25883.0
6673,-25762.0
6674,-25481.5
6675,-24842.0
6676,-24603.0
6677,-25628.5
6678,-30934.5
6679,-37601.5
6680,-39182.5
6681,-39952.5
6682,-39881.5
6683,-39653.0
6684,-39345.5
6685,-38775.5
6686,-38426.5
6687,-38515.0
6688,-40027.0
6689,-41279.5
6690,-42655.0
6691,-42386.0
6692,-39487.5
6693,-36500.0
6694,-32925.0
6695,-29144.0
6696,-26217.5
6697,-25890.0
6698,-25384.5
6699,-24397.0
6700,-23598.5
6701,-23844.5
6702,-26148.5
6703,-29326.0
6704,-32823.5
6705,-34713.0
6706,-35201.5
6707,-34761.0
6708,-34175.0
6709,-33188.0
6710,-32341.5
6711,-32024.5
6712,-32983.5
6713,-35022.5
6714,-37125.0
6715,-38280.0
6716,-36068.0
6717,-33524.0
6718,-30849.0
6719,-27832.0
6720,-25337.0
6721,-25015.0
6722,-24476.0
6723,-23558.0
6724,-22989.5
6725,-23083.0
6726,-24356.5
6727,-26076.0
6728,-29128.5
6729,-32124.0
6730,-33736.5
6731,-34365.0
6732,-34609.5
6733,-33867.5
6734,-33259.5
6735,-33385.0
6736,-34713.5
6737,-36324.0
6738,-38515.5
6739,-39515.5
6740,-37208.0
6741,-34465.0
6742,-30944.0
6743,-26847.0
6744,-24276.0
6745,-24524.5
6746,-24464.5
6747,-23854.0
6748,-23560.5
6749,-25072.0
6750,-30877.5
6751,-38268.0
6752,-40389.0
6753,-41233.5
6754,-41596.0
6755,-41910.0
6756,-41737.5
6757,-41185.0
6758,-40768.0
6759,-40784.0
6760,-42233.5
6761,-43411.0
6762,-44797.5
6763,-44817.5
6764,-41754.0
6765,-38129.5
6766,-33485.0
6767,-28874.5
6768,-26040.5
6769,-26286.5
6770,-26119.0
6771,-25523.0
6772,-25232.0
6773,-26609.5
6774,-32271.0
6775,-39255.5
6776,-40976.5
6777,-41301.0
6778,-41217.0
6779,-41147.0
6780,-41149.5
6781,-40566.5
6782,-40434.5
6783,-40748.5
6784,-42903.5
6785,-43295.0
6786,-44909.5
6787,-45082.0
6788,-42256.5
6789,-38764.0
6790,-34202.0
6791,-29619.0
6792,-26625.5
6793,-26860.0
6794,-26791.0
6795,-26131.5
6796,-25765.5
6797,-27153.5
6798,-32780.5
6799,-39830.5
6800,-41364.0
6801,-41769.0
6802,-41496.0
6803,-41314.5
6804,-41224.5
6805,-40419.5
6806,-40235.5
6807,-40209.0
6808,-41893.5
6809,-43151.5
6810,-45035.0
6811,-44677.0
6812,-41824.0
6813,-38127.5
6814,-33676.5
6815,-28972.0
6816,-26044.5
6817,-26281.5
6818,-26234.5
6819,-25633.5
6820,-25131.5
6821,-26286.0
6822,-31811.5
6823,-38844.5
6824,-40480.0
6825,-41169.0
6826,-41420.0
6827,-41590.5
6828,-41686.0
6829,-41319.0
6830,-40982.5
6831,-41100.0
6832,-42826.0
6833,-44223.0
6834,-45445.0
6835,-44297.0
6836,-41164.5
6837,-37527.0
6838,-33287.0
6839,-28813.5
6840,-25971.0
6841,-26060.5
6842,-25713.5
6843,-25138.5
6844,-24772.5
6845,-25817.5
6846,-31189.5
6847,-38247.5
6848,-39922.5
6849,-39943.0
6850,-39577.0
6851,-39417.0
6852,-39006.0
6853,-38201.0
6854,-37514.5
6855,-37250.0
6856,-38466.5
6857,-39786.5
6858,-42109.0
6859,-42363.5
6860,-39340.5
6861,-36287.0
6862,-32776.5
6863,-29067.0
6864,-26314.5
6865,-26200.5
6866,-25848.0
6867,-24928.0
6868,-24379.5
6869,-24591.0
6870,-26963.5
6871,-30137.0
6872,-33568.5
6873,-35870.5
6874,-36359.0
6875,-36050.5
6876,-35835.0
6877,-34716.5
6878,-33995.5
6879,-33931.0
6880,-34938.5
6881,-37188.0
6882,-39890.0
6883,-39557.0
6884,-36949.0
6885,-34402.0
6886,-31801.0
6887,-28625.5
6888,-26014.0
6889,-25981.0
6890,-25597.0
6891,-24732.5
6892,-24036.5
6893,-24095.0
6894,-25343.0
6895,-27205.5
6896,-29892.0
6897,-32784.5
6898,-34377.5
6899,-34754.0
6900,-35097.5
6901,-34375.5
6902,-33776.5
6903,-33943.0
6904,-35126.0
6905,-36863.5
6906,-39722.0
6907,-39581.0
6908,-37586.0
6909,-34895.5
6910,-31429.5
6911,-27404.0
6912,-25102.0
6913,-25554.0
6914,-25673.0
6915,-25082.0
6916,-24802.0
6917,-26136.5
6918,-31897.0
6919,-39414.5
6920,-41034.5
6921,-41763.5
6922,-41801.0
6923,-41780.5
6924,-41723.5
6925,-41094.0
6926,-40686.0
6927,-40685.0
6928,-42397.0
6929,-43740.5
6930,-45639.5
6931,-44944.5
6932,-42117.0
6933,-38307.5
6934,-33655.0
6935,-28961.0
6936,-26076.5
6937,-26411.0
6938,-26158.0
6939,-25257.0
6940,-24800.0
6941,-26079.0
6942,-31564.5
6943,-39039.5
6944,-40422.5
6945,-40635.5
6946,-40607.0
6947,-40739.5
6948,-40553.5
6949,-39918.5
6950,-39532.0
6951,-39212.5
6952,-40637.5
6953,-42322.0
6954,-45588.0
6955,-45430.5
6956,-42332.5
6957,-38891.5
6958,-34147.5
6959,-29619.5
6960,-26763.0
6961,-26991.0
6962,-26973.5
6963,-26166.5
6964,-25633.5
6965,-26622.0
6966,-32056.0
6967,-39298.5
6968,-40663.0
6969,-40774.0
6970,-40554.5
6971,-40458.5
6972,-40260.5
6973,-39589.5
6974,-39280.0
6975,-39495.0
6976,-41385.5
6977,-42809.5
6978,-45537.0
6979,-44099.0
6980,-41404.0
6981,-37877.0
6982,-33390.0
6983,-29021.0
6984,-26346.0
6985,-26695.5
6986,-26528.5
6987,-25662.5
6988,-25103.0
6989,-26363.0
6990,-31851.0
6991,-39236.0
6992,-40422.0
6993,-40957.0
6994,-40941.0
6995,-40735.5
6996,-40618.5
6997,-40134.5
6998,-39880.0
6999,-39830.5
7000,-41379.5
7001,-42773.0
7002,-45149.0
7003,-44281.0
7004,-41539.0
7005,-38031.0
7006,-33751.0
7007,-29365.0
7008,-26495.0
7009,-26880.0
7010,-26819.5
7011,-26084.5
7012,-25673.5
7013,-26932.5
7014,-32265.0
7015,-39445.0
7016,-41234.5
7017,-41636.5
7018,-41634.5
7019,-41827.0
7020,-41680.0
7021,-40872.5
7022,-40420.0
7023,-40087.0
7024,-41564.5
7025,-43277.0
7026,-44811.5
7027,-43030.5
7028,-39858.0
7029,-36772.5
7030,-33164.5
7031,-29493.0
7032,-26832.0
7033,-26675.5
7034,-26185.5
7035,-25294.5
7036,-24611.5
7037,-24671.5
7038,-26979.0
7039,-30448.5
7040,-33823.5
7041,-36144.0
7042,-36615.5
7043,-36527.5
7044,-36014.5
7045,-34878.0
7046,-34050.0
7047,-33872.0
7048,-35010.0
7049,-37764.0
7050,-40475.5
7051,-39197.0
7052,-36756.0
7053,-34305.5
7054,-31881.0
7055,-28777.0
7056,-26266.5
7057,-26184.0
7058,-25548.5
7059,-24529.0
7060,-23701.0
7061,-23647.5
7062,-24949.0
7063,-27073.5
7064,-29624.0
7065,-32537.0
7066,-34592.5
7067,-35626.5
7068,-35969.0
7069,-35342.5
7070,-34734.0
7071,-34981.5
7072,-36501.0
7073,-38430.5
7074,-40540.5
7075,-39448.5
7076,-37193.0
7077,-34442.5
7078,-31393.5
7079,-27439.0
7080,-25017.0
7081,-25543.5
7082,-25590.5
7083,-24922.5
7084,-24435.5
7085,-25700.0
7086,-31386.5
7087,-38882.0
7088,-41164.0
7089,-41989.5
7090,-42448.0
7091,-42804.5
7092,-42871.5
7093,-42235.0
7094,-42060.5
7095,-42069.0
7096,-43607.0
7097,-45403.5
7098,-46827.5
7099,-44845.5
7100,-41911.5
7101,-38572.0
7102,-33985.0
7103,-29654.5
7104,-26838.0
7105,-27111.0
7106,-26952.0
7107,-26150.5
7108,-25650.0
7109,-26803.5
7110,-32276.5
7111,-39608.5
7112,-41450.0
7113,-41883.5
7114,-42204.0
7115,-42228.0
7116,-42281.0
7117,-41799.0
7118,-41531.0
7119,-41454.0
7120,-43141.5
7121,-44954.5
7122,-46478.0
7123,-44762.0
7124,-41800.0
7125,-38290.5
7126,-33964.5
7127,-29351.5
7128,-26617.0
7129,-26741.5
7130,-26660.0
7131,-25864.5
7132,-25345.0
7133,-26346.5
7134,-31684.0
7135,-39004.5
7136,-41058.5
7137,-41475.5
7138,-41696.0
7139,-41907.5
7140,-42003.5
7141,-41468.5
7142,-41016.5
7143,-40726.5
7144,-42162.5
7145,-43770.5
7146,-45822.0
7147,-44076.0
7148,-41214.5
7149,-37743.0
7150,-33514.5
7151,-29252.5
7152,-26349.0
7153,-26764.0
7154,-26691.5
7155,-25969.0
7156,-25411.5
7157,-26461.5
7158,-31839.0
7159,-39112.5
7160,-41005.5
7161,-41577.0
7162,-41793.0
7163,-42097.0
7164,-42156.5
7165,-41576.0
7166,-41232.5
7167,-41069.0
7168,-42626.0
7169,-44222.5
7170,-45748.5
7171,-44143.0
7172,-41320.5
7173,-38121.0
7174,-34049.5
7175,-29534.0
7176,-26470.0
7177,-26798.0
7178,-26777.5
7179,-26011.0
7180,-25622.5
7181,-26823.5
7182,-32005.5
7183,-39462.0
7184,-42051.0
7185,-42722.0
7186,-42747.5
7187,-42699.5
7188,-42274.0
7189,-41352.0
7190,-40747.0
7191,-40441.5
7192,-41435.0
7193,-43247.5
7194,-45501.5
7195,-43586.5
7196,-40563.0
7197,-37412.0
7198,-33854.5
7199,-30389.5
7200,-27490.0
7201,-27608.0
7202,-27541.5
7203,-26737.5
7204,-25953.0
7205,-25905.5
7206,-28195.5
7207,-31986.5
7208,-34936.0
7209,-37312.0
7210,-37854.0
7211,-37552.0
7212,-37018.0
7213,-36284.0
7214,-35757.5
7215,-35434.5
7216,-36644.5
7217,-39535.0
7218,-42600.0
7219,-40984.5
7220,-38778.0
7221,-36146.0
7222,-33508.0
7223,-30293.0
7224,-27792.5
7225,-27968.0
7226,-27394.5
7227,-26652.5
7228,-25888.0
7229,-25251.0
7230,-25432.5
7231,-26903.5
7232,-28604.0
7233,-32090.0
7234,-35195.5
7235,-36729.5
7236,-37554.5
7237,-38103.5
7238,-37604.5
7239,-37269.5
7240,-37873.5
7241,-40315.5
7242,-43305.0
7243,-42179.0
7244,-39961.5
7245,-37778.5
7246,-35027.5
7247,-31993.5
7248,-28334.0
7249,-27780.5
7250,-26882.5
7251,-26273.0
7252,-25882.0
7253,-27551.0
7254,-32675.0
7255,-37867.0
7256,-41239.0
7257,-42777.0
7258,-42787.0
7259,-42891.0
7260,-43111.0
7261,-42991.5
7262,-42893.5
7263,-43067.0
7264,-45385.5
7265,-49213.5
7266,-48557.0
7267,-45734.5
7268,-42648.5
7269,-38957.5
7270,-34957.0
7271,-30972.0
7272,-30141.0
7273,-29459.0
7274,-28295.0
7275,-27358.0
7276,-26768.0
7277,-28112.5
7278,-33151.5
7279,-38321.0
7280,-41449.0
7281,-42894.5
7282,-42428.0
7283,-42381.5
7284,-42374.0
7285,-41839.0
7286,-41895.0
7287,-42358.0
7288,-45464.0
7289,-49278.0
7290,-48003.0
7291,-45357.5
7292,-42347.5
7293,-38663.5
7294,-34674.5
7295,-30384.0
7296,-29382.0
7297,-28578.5
7298,-27308.0
7299,-26381.5
7300,-25852.0
7301,-27330.5
7302,-32511.0
7303,-37437.5
7304,-40538.0
7305,-41931.5
7306,-42060.0
7307,-42303.0
7308,-42562.5
7309,-42369.5
7310,-42543.5
7311,-43175.0
7312,-46065.0
7313,-48130.5
7314,-46558.0
7315,-44411.0
7316,-42198.0
7317,-39058.5
7318,-35300.5
7319,-31243.0
7320,-30352.5
7321,-29647.0
7322,-28647.5
7323,-27700.0
7324,-27282.5
7325,-28428.5
7326,-33248.0
7327,-38285.5
7328,-41277.5
7329,-42747.5
7330,-42979.0
7331,-43108.0
7332,-43094.0
7333,-42568.0
7334,-42504.0
7335,-42782.5
7336,-45358.0
7337,-48797.5
7338,-48199.5
7339,-46049.0
7340,-42988.0
7341,-39264.5
7342,-35133.0
7343,-31177.5
7344,-30122.5
7345,-29236.5
7346,-28150.5
7347,-27303.5
7348,-26821.5
7349,-28014.0
7350,-32820.5
7351,-37667.0
7352,-40752.5
7353,-42256.0
7354,-42193.5
7355,-42050.0
7356,-41766.0
7357,-41211.5
7358,-40882.0
7359,-41029.0
7360,-43751.0
7361,-47644.5
7362,-46585.0
7363,-44318.5
7364,-41438.0
7365,-38259.5
7366,-34854.5
7367,-31865.0
7368,-31156.5
7369,-30172.0
7370,-28752.5
7371,-27595.5
7372,-26682.0
7373,-26851.5
7374,-28880.0
7375,-31234.0
7376,-35067.0
7377,-37834.0
7378,-38434.5
7379,-38328.5
7380,-38021.0
7381,-37074.5
7382,-36719.0
7383,-37184.0
7384,-40627.0
7385,-44611.0
7386,-43004.5
7387,-40120.5
7388,-38104.5
7389,-35859.0
7390,-33497.0
7391,-30929.5
7392,-30261.5
7393,-29139.0
7394,-27848.5
7395,-26810.0
7396,-25957.5
7397,-25884.0
7398,-26967.0
7399,-28156.5
7400,-31540.5
7401,-35583.0
7402,-37980.5
7403,-39124.0
7404,-39848.0
7405,-39371.5
7406,-39060.5
7407,-39654.5
7408,-42597.0
7409,-45406.0
7410,-44187.5
7411,-42062.5
7412,-39914.5
7413,-36970.0
7414,-33753.0
7415,-30155.0
7416,-29526.0
7417,-29092.5
7418,-28257.5
7419,-27477.0
7420,-26944.5
7421,-28350.0
7422,-34179.0
7423,-40460.5
7424,-42580.0
7425,-43581.5
7426,-43822.0
7427,-43844.0
7428,-43607.5
7429,-43235.5
7430,-43182.0
7431,-43440.0
7432,-47272.5
7433,-51059.0
7434,-49477.0
7435,-46763.5
7436,-44257.5
7437,-41022.0
7438,-36624.0
7439,-32514.0
7440,-31569.0
7441,-31054.5
7442,-30065.0
7443,-29348.5
7444,-28588.0
7445,-29747.5
7446,-35378.0
7447,-41339.5
7448,-43125.5
7449,-44069.5
7450,-44211.5
7451,-44385.5
7452,-44448.5
7453,-44306.0
7454,-44243.5
7455,-44548.0
7456,-48407.5
7457,-50672.0
7458,-49318.5
7459,-46858.5
7460,-43803.5
7461,-39913.0
7462,-35560.5
7463,-31394.0
7464,-30701.5
7465,-30131.5
7466,-29096.5
7467,-28245.5
7468,-27638.5
7469,-28981.5
7470,-34560.5
7471,-40570.0
7472,-42062.0
7473,-42757.5
7474,-42838.5
7475,-42987.5
7476,-42955.5
7477,-42566.0
7478,-42522.0
7479,-43109.0
7480,-47412.0
7481,-50185.0
7482,-48832.5
7483,-46211.5
7484,-43105.5
7485,-39089.5
7486,-34758.5
7487,-30578.0
7488,-29828.5
7489,-29237.5
7490,-28155.0
7491,-27292.0
7492,-26592.5
7493,-28082.5
7494,-33630.5
7495,-39643.5
7496,-41568.0
7497,-42258.0
7498,-42156.5
7499,-41986.0
7500,-42121.0
7501,-42172.5
7502,-42245.0
7503,-42972.5
7504,-46882.0
7505,-49585.5
7506,-48415.0
7507,-46297.5
7508,-43351.0
7509,-39440.5
7510,-35134.5
7511,-31147.0
7512,-29984.0
7513,-29171.0
7514,-28014.0
7515,-26907.0
7516,-26272.0
7517,-27544.0
7518,-32897.0
7519,-38992.5
7520,-40940.0
7521,-41955.5
7522,-42074.0
7523,-42246.5
7524,-42178.0
7525,-41834.0
7526,-41657.5
7527,-41851.0
7528,-45541.5
7529,-47864.0
7530,-46457.5
7531,-43754.0
7532,-40848.0
7533,-37531.0
7534,-34084.5
7535,-31002.5
7536,-30259.5
7537,-29198.5
7538,-27811.0
7539,-26643.0
7540,-25753.0
7541,-25907.0
7542,-28185.0
7543,-30735.5
7544,-34412.5
7545,-37162.5
7546,-38045.0
7547,-38022.0
7548,-37815.0
7549,-37117.0
7550,-36690.0
7551,-37048.0
7552,-40754.5
7553,-44691.5
7554,-43675.0
7555,-40881.5
7556,-38468.0
7557,-35779.0
7558,-33457.5
7559,-30987.5
7560,-30226.5
7561,-29148.0
7562,-27740.0
7563,-26613.5
7564,-25637.0
7565,-25684.5
7566,-26940.5
7567,-28283.0
7568,-31213.0
7569,-34386.5
7570,-35849.0
7571,-36514.0
7572,-37238.5
7573,-36886.5
7574,-36938.5
7575,-37962.0
7576,-42456.5
7577,-45242.0
7578,-44321.5
7579,-42204.5
7580,-39703.0
7581,-36789.0
7582,-33514.0
7583,-29996.0
7584,-29461.5
7585,-28956.5
7586,-28110.5
7587,-27206.5
7588,-26533.0
7589,-27790.5
7590,-33800.5
7591,-40152.0
7592,-42212.0
7593,-43666.5
7594,-44118.0
7595,-44666.5
7596,-44904.0
7597,-44622.0
7598,-44482.5
7599,-44787.5
7600,-48760.5
7601,-50536.5
7602,-49227.5
7603,-46425.0
7604,-43254.5
7605,-39495.0
7606,-35102.5
7607,-30923.5
7608,-30087.0
7609,-29425.5
7610,-28240.0
7611,-27305.5
7612,-26599.0
7613,-27723.5
7614,-33267.5
7615,-39370.5
7616,-41051.0
7617,-41746.5
7618,-41733.0
7619,-41923.5
7620,-41980.5
7621,-41837.0
7622,-41878.5
7623,-42835.5
7624,-47437.0
7625,-49692.5
7626,-48253.5
7627,-45782.5
7628,-42886.5
7629,-39099.5
7630,-34961.0
7631,-30833.5
7632,-30001.5
7633,-29290.5
7634,-28094.5
7635,-27223.5
7636,-26794.5
7637,-28151.5
7638,-33865.5
7639,-40318.5
7640,-41869.0
7641,-42345.5
7642,-42250.0
7643,-42225.5
7644,-42252.0
7645,-41911.5
7646,-41808.0
7647,-42419.0
7648,-47171.5
7649,-49881.0
7650,-48418.5
7651,-46185.0
7652,-43208.5
7653,-39748.5
7654,-35523.5
7655,-31453.0
7656,-30706.5
7657,-29824.5
7658,-28646.0
7659,-27609.0
7660,-26989.0
7661,-28471.0
7662,-34111.0
7663,-40555.5
7664,-42412.0
7665,-43521.5
7666,-43808.0
7667,-43865.0
7668,-43839.5
7669,-43444.0
7670,-43209.0
7671,-43675.5
7672,-48131.0
7673,-50143.5
7674,-48958.5
7675,-46494.0
7676,-43732.0
7677,-39826.0
7678,-35801.5
7679,-31770.0
7680,-30804.0
7681,-29852.5
7682,-28679.5
7683,-27630.0
7684,-27105.5
7685,-28248.0
7686,-33825.5
7687,-40426.5
7688,-42556.0
7689,-43522.0
7690,-43684.5
7691,-43928.5
7692,-44069.0
7693,-43736.0
7694,-43506.5
7695,-43813.0
7696,-47565.0
7697,-48840.5
7698,-47290.5
7699,-44475.0
7700,-41455.5
7701,-38045.0
7702,-34900.5
7703,-31786.5
7704,-30906.0
7705,-29656.0
7706,-28077.5
7707,-26792.5
7708,-25868.0
7709,-25951.0
7710,-28044.0
7711,-30875.0
7712,-34431.0
7713,-37230.5
7714,-38110.5
7715,-38192.0
7716,-37972.5
7717,-37255.5
7718,-36787.0
7719,-37253.5
7720,-41004.0
7721,-44127.0
7722,-43195.5
7723,-40570.0
7724,-38158.0
7725,-35672.5
7726,-33337.5
7727,-30863.0
7728,-30221.0
7729,-29154.0
7730,-27734.5
7731,-26523.5
7732,-25643.5
7733,-25720.0
7734,-26938.0
7735,-28347.0
7736,-31174.0
7737,-34644.0
7738,-36423.5
7739,-37144.5
7740,-37492.0
7741,-37341.5
7742,-37245.0
7743,-38363.0
7744,-43105.5
7745,-45395.0
7746,-44180.0
7747,-41801.0
7748,-39349.5
7749,-36200.5
7750,-33018.5
7751,-29353.5
7752,-28638.0
7753,-27998.0
7754,-26946.0
7755,-25958.0
7756,-25363.5
7757,-26880.5
7758,-32731.5
7759,-39617.0
7760,-41934.5
7761,-43096.0
7762,-43648.5
7763,-44151.0
7764,-44376.5
7765,-44322.0
7766,-44305.0
7767,-44811.0
7768,-49054.0
7769,-50170.5
7770,-48756.0
7771,-46065.0
7772,-42925.5
7773,-39273.5
7774,-34913.0
7775,-30804.0
7776,-29931.5
7777,-29449.5
7778,-28467.0
7779,-27257.5
7780,-26565.0
7781,-27872.5
7782,-33541.0
7783,-40356.5
7784,-41866.0
7785,-42839.5
7786,-43087.0
7787,-43460.0
7788,-43631.0
7789,-43267.0
7790,-43089.0
7791,-43772.0
7792,-48035.5
7793,-49553.5
7794,-48169.0
7795,-45681.5
7796,-42963.0
7797,-39534.0
7798,-35357.0
7799,-31244.5
7800,-30510.5
7801,-29982.0
7802,-28915.5
7803,-27880.0
7804,-27233.5
7805,-28647.5
7806,-34401.0
7807,-41549.5
7808,-43675.0
7809,-44669.5
7810,-45141.0
7811,-45501.0
7812,-45605.0
7813,-45152.0
7814,-44887.0
7815,-45135.5
7816,-49079.5
7817,-50760.5
7818,-49393.0
7819,-47254.5
7820,-43957.5
7821,-40259.5
7822,-35931.0
7823,-31585.0
7824,-30563.5
7825,-29631.5
7826,-28341.5
7827,-27284.0
7828,-26443.0
7829,-27506.0
7830,-33135.5
7831,-39785.5
7832,-41173.0
7833,-42036.5
7834,-42524.5
7835,-42891.0
7836,-43136.5
7837,-43166.5
7838,-43296.5
7839,-44294.0
7840,-48592.5
7841,-49878.5
7842,-48616.0
7843,-46191.5
7844,-43131.0
7845,-39223.5
7846,-35396.5
7847,-31370.0
7848,-30427.5
7849,-29673.5
7850,-28543.0
7851,-27644.0
7852,-27042.0
7853,-28358.0
7854,-34029.5
7855,-40849.0
7856,-42597.0
7857,-43392.5
7858,-43146.0
7859,-43025.0
7860,-42656.5
7861,-42093.0
7862,-41927.0
7863,-42449.5
7864,-47061.0
7865,-49000.0
7866,-47594.5
7867,-44954.0
7868,-41981.5
7869,-38962.0
7870,-35715.5
7871,-32625.0
7872,-31753.0
7873,-30794.5
7874,-29523.0
7875,-28386.5
7876,-27488.5
7877,-27641.5
7878,-29723.5
7879,-32760.5
7880,-36367.0
7881,-39196.5
7882,-40490.0
7883,-40932.5
