,Z1_1,Z1_2,Z1_3,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9
953,-40.75891206425822,-31.80313764965072,-330.4860726341914,-994.6002161369507,-7517.71599619638,-4380.975172674887,-5667.195281831532,-9906.933562958426,-1624.3237596867716,-3633.5224122977193,-2595.320825778829,-615.9702082756048,-830.8382627393736,-106.57834385998328,-2151.0687351131264,-303.4407597220204,-2091.928846789572,-4567.182785667635,-7162.856707923103
954,-40.8627640403355,-31.884170693054013,-331.32813710477814,-997.1344152267073,-7536.870817123933,-4392.137711265479,-5681.635054608249,-9932.17600872728,-1628.4624676082885,-3642.780473014435,-2601.933592966695,-617.539674193471,-832.9552033301842,-106.84990095158217,-2156.549566850425,-304.2139138844732,-2097.2589926043,-4578.819773344096,-7181.1073624622495
955,-39.54855090422085,-30.858723762504443,-320.67208384030295,-965.0649461700032,-7294.472759486762,-4250.879399173035,-5498.90440486549,-9612.74102953724,-1576.0884587309656,-3525.6227118582915,-2518.2511650281585,-597.6785911033522,-806.1660054939579,-103.41343387156508,-2087.1914155848967,-294.429898260342,-2029.8077229056948,-4431.557461668596,-6950.151237754638
956,-37.35906733663474,-29.15032567837966,-302.9190627535808,-911.6371013316458,-6890.636768636431,-4015.542569390826,-5194.474519094506,-9080.561264604656,-1488.8331812920828,-3330.437482143636,-2378.835954639368,-564.5899589284843,-761.5351105200748,-97.68826799436785,-1971.640498993862,-278.1296948569787,-1917.433677509582,-4186.217948101199,-6565.377546193717
957,-34.41908513617362,-26.856332687070665,-279.08076281287043,-839.8955659489682,-6348.376190579427,-3699.5383294341655,-4785.693901278837,-8365.963968918011,-1371.6690397728873,-3068.3477776812,-2191.632797198697,-520.1593949946487,-701.6058930751916,-90.00066255953718,-1816.481701250909,-256.2422011213586,-1766.5407006681885,-3856.7823617208173,-6048.713333161053
958,-31.112632473367853,-24.27639215770904,-252.27100515401054,-759.2114071596318,-5738.522521407567,-3344.143980278333,-4325.958545715116,-7562.291711723285,-1239.90032101985,-2773.588441696825,-1981.0946591418494,-470.19053586143656,-634.2064644087798,-81.35479271154655,-1641.9822706507996,-231.6264187765081,-1596.8388279841765,-3486.282441129616,-5467.646630549604
959,-27.95000359038133,-21.808673648887943,-226.62741591664658,-682.0368406348861,-5155.196212153362,-3004.208542479973,-3886.220717198287,-6793.5775179134835,-1113.8632661149566,-2491.650520733803,-1779.7144900322269,-422.3952176576433,-569.7387700138139,-73.08500013069822,-1475.0732005501845,-208.08137151275207,-1434.518632057971,-3131.8984926802755,-4911.85511497978
960,-27.614912861815423,-21.547210915316885,-223.9103949450053,-673.8599464495923,-5093.390908656905,-2968.1912866678863,-3839.629076260465,-6712.12977023484,-1100.5092337207102,-2461.7782888528877,-1758.3776117318098,-417.33114957014,-562.9082099060553,-72.20878893946022,-1457.3886463474619,-205.586697830306,-1417.3202838716006,-3094.3503705731337,-4852.967211664621
961,-27.254045923359843,-21.265635663778838,-220.98437236016082,-665.0540604038912,-5026.831351045332,-2929.403472716408,-3789.4534629428113,-6624.416811196303,-1086.1279680653681,-2429.608192981132,-1735.3994351005915,-411.87753778359803,-555.5522220976999,-71.26517688735775,-1438.3437418214526,-202.90012617228703,-1398.7989858247406,-3053.913931380828,-4789.549469632911
962,-26.744872385973753,-20.8683405624886,-216.85583324717624,-652.6291922048329,-4932.917606713478,-2874.6749112093016,-3718.657023033947,-6500.656186797205,-1065.8363892990828,-2384.2170535678792,-1702.9778463341834,-404.1826383373696,-545.1731212873599,-69.93376567926701,-1411.4718941310282,-199.1094458722044,-1372.665932783468,-2996.8592040318485,-4700.068742521918
963,-26.162479469770588,-20.413914250741367,-212.13360839233928,-638.4176224892556,-4825.499024605362,-2812.0763584656634,-3637.6800239012123,-6359.098730129416,-1042.626872573743,-2332.2986483255745,-1665.8940188310053,-395.38120896343696,-533.3015012115565,-68.41089695335836,-1380.7358629135867,-194.77366407629188,-1342.7749352109481,-2931.5999817742872,-4597.72064746246
964,-25.487441625268268,-19.88719946861997,-206.66018933352558,-621.9453284058376,-4700.9926885762625,-2739.519857626821,-3543.8215008525567,-6195.022832631862,-1015.7252710838844,-2272.1212536669186,-1622.9110321098751,-385.17968049730723,-519.5413873712891,-66.64577585796586,-1345.1104566211454,-189.74816202034958,-1308.1289874152174,-2855.9595618772923,-4479.09139295801
965,-26.08216229402737,-20.351244810699253,-211.4823714816337,-636.4577203155228,-4810.6850443916055,-2803.4434599153856,-3626.512573732169,-6339.576694732642,-1039.4260732819223,-2325.138637339625,-1660.7798283799575,-394.16741337947576,-531.6642989560736,-68.20087977820099,-1376.497090167115,-194.17572110892743,-1338.6527001384068,-2922.6001531755846,-4583.605932621034
966,-29.74574621269602,-23.209845733922553,-241.18786163646809,-725.8566069099218,-5486.4092488395145,-3197.224092857568,-4135.904126326612,-7230.053909319545,-1185.4271833046355,-2651.7350454289663,-1894.0582737447187,-449.53342869067353,-606.3435664887254,-77.78059343758908,-1569.8442730724685,-221.45026381098918,-1526.6841390054394,-3333.117916280084,-5227.4338788994755
967,-34.248364441686874,-26.72312369126021,-277.69650575151024,-835.7296343517786,-6316.887869846003,-3681.1884008877614,-4761.956576966034,-8324.468293679283,-1364.8654803479476,-3053.128591538972,-2180.762169123679,-517.5793736836242,-698.1258864205141,-89.55425395931894,-1807.4718447618973,-254.97122467444905,-1757.7785544907401,-3837.652493490089,-6018.711357893464
968,-36.00039957766688,-28.090191941481205,-291.9025574315524,-878.4828492113411,-6640.039345206529,-3869.5060483333446,-5005.562815537252,-8750.321065822913,-1434.6875672253339,-3209.3167381627118,-2292.3228817535078,-544.0570540965454,-733.8397402726746,-94.13555884996134,-1899.9362363012167,-268.0147247532366,-1847.7007986312915,-4033.9743359454883,-6326.609090945965
969,-37.412861165969744,-29.192299628919486,-303.3552400333092,-912.9497799968435,-6900.55869026797,-4021.3246037686863,-5201.95411362633,-9093.636488312264,-1490.9769724456742,-3335.233024385388,-2382.261272894953,-565.4029196916956,-762.6316552865378,-97.82893066051977,-1974.4794909728946,-278.5301775886088,-1920.1946163488653,-4192.245740278934,-6574.831122645649
970,-37.76999242183262,-29.47096002278117,-306.2509725292837,-921.6645078019056,-6966.429225544019,-4059.710887555035,-5251.610310657051,-9180.441445704442,-1505.2093637153507,-3367.0700964903554,-2405.0015802028674,-570.8000758696812,-769.9114941527777,-98.76277447191723,-1993.3272432781373,-281.1889379458201,-1938.524182531886,-4232.2635827922295,-6637.592366312641
971,-37.92016686205948,-29.588137301371546,-307.4686341018587,-925.3290690755824,-6994.127923432063,-4075.8524001932283,-5272.490845391727,-9216.943111888182,-1511.1941140191266,-3380.457651915247,-2414.56392699971,-573.0695913336458,-772.97268162582,-99.155457748258,-2001.2527625529365,-282.30695223828764,-1946.231803458219,-4249.091169288407,-6663.983600574284
972,-37.88355717265094,-29.559571696143045,-307.1717912309325,-924.435718317323,-6987.375504543932,-4071.9174045749614,-5267.400565779792,-9208.044695753835,-1509.7351450395984,-3377.194019000721,-2412.232807631325,-572.5163263697939,-772.2264219930883,-99.05972898934904,-1999.3206707894285,-282.0344014903726,-1944.352831192596,-4244.988921834116,-6657.549916600053
973,-37.2189792394082,-29.041018515515514,-301.7831844209548,-908.2186673076936,-6864.798431054301,-4000.485188198482,-5174.996408334547,-9046.511202866093,-1483.2503918296052,-3317.949090889072,-2369.915855015448,-562.4728736076219,-758.6795251907444,-97.32195896793054,-1964.247290715132,-277.08677107669183,-1910.2437326156146,-4170.520572638347,-6540.758857516811
974,-36.83196252280366,-28.73903926024281,-298.6451312140201,-898.7746735775215,-6793.4157170940625,-3958.8866630910993,-5121.1848810083675,-8952.442232303023,-1467.8270054746006,-3283.4478286497992,-2345.272593121098,-556.6240725611856,-750.7904947875804,-96.3099692308931,-1943.8223206437601,-274.2055203130193,-1890.3803115218807,-4127.153956692975,-6472.745626932079
975,-36.3044841407133,-28.32746135633833,-294.3681706655725,-885.9031299993334,-6696.125763318145,-3902.190603774861,-5047.843301293536,-8824.232399836754,-1446.8059422185515,-3236.424872779283,-2311.685444670497,-548.652540633031,-740.0382641608746,-94.93069364334794,-1915.9844270715807,-270.2785646389793,-1863.3077723477961,-4068.048105616851,-6380.048057833968
976,-37.110270875960396,-28.95619615713293,-300.9017428348372,-905.5659625051068,-6844.747881090565,-3988.800660393223,-5159.881394384819,-9020.088354956968,-1478.9181472067228,-3308.258099275531,-2362.993857707286,-560.8300153986323,-756.4635909751837,-97.0377031634152,-1958.5101610908373,-276.2774622231892,-1904.6643353778961,-4158.339409279174,-6521.654755103532
977,-39.7039553000775,-30.97998184184174,-321.93215153729597,-968.8571289805743,-7323.136088644541,-4267.5830540424095,-5520.5121224018685,-9650.513898025883,-1582.281633174674,-3539.476500556687,-2528.146528877627,-600.0271444192961,-809.3338014859619,-103.81979268489289,-2095.3929479687686,-295.5868483739402,-2037.7837684414026,-4448.9710835153855,-6977.461569726885
978,-39.87168744849009,-31.11085895151109,-323.29217652756023,-972.950133985253,-7354.073191509546,-4285.611758456709,-5543.8339136851255,-9691.283171947525,-1588.9660930910807,-3554.4292676854852,-2538.8268614940007,-602.5620012434754,-812.752888986947,-104.25838669254713,-2104.245082681168,-296.8355757802037,-2046.39252912778,-4467.766074402907,-7006.9383463027
979,-37.89962060779959,-29.572105584151462,-307.3020386130736,-924.8276987520695,-6990.338300586684,-4073.6439842850177,-5269.6340558136,-9211.949102833192,-1510.375304897963,-3378.6260211979106,-2413.255645721535,-572.7590854865862,-772.5538624441847,-99.10173242438051,-2000.1684253387227,-282.15399008384554,-1945.1772782071039,-4246.7888875538565,-6660.372859568338
980,-35.489731767243704,-27.69173089712043,-287.7619022830198,-866.0215177160272,-6545.849991940468,-3814.616874760187,-4934.558609113616,-8626.19724076527,-1414.3364387047825,-3163.7923892427425,-2259.806145257777,-536.3395724068944,-723.4301798854883,-92.80024034558859,-1872.9855277224854,-264.2129199328309,-1821.4910528444825,-3976.7521699249055,-6236.8657644890845
981,-32.97225526801785,-25.7274083090097,-267.3494113935094,-804.5899793495897,-6081.5178400311715,-3544.0256964796363,-4584.523973349982,-8014.294931282131,-1314.0099902044187,-2939.367672804069,-2099.5060082828486,-498.2941378007801,-672.1134077938659,-86.2174229344928,-1740.1246461481835,-245.470884318556,-1692.282949803294,-3694.659867940485,-5794.45151650597
982,-30.19776380641368,-23.56254351276421,-244.85296238974118,-736.8867540272075,-5569.780951437861,-3245.8092428381983,-4198.753497045412,-7339.922108529307,-1203.4409839702298,-2692.030921210357,-1922.840461864568,-456.36455732599006,-615.5575884846985,-78.96255056289341,-1593.6996917851716,-224.81543120871484,-1549.8836945299738,-3383.7681144402186,-5306.870181030291
983,-28.162190361647138,-21.97423756490618,-228.3478929644641,-687.2146287031658,-5194.332680811098,-3027.0154558593104,-3915.723562296037,-6845.152011426828,-1122.319331220789,-2510.566270687381,-1793.2254675959248,-425.6018962236431,-574.0640299259733,-73.63983620274192,-1486.2714466897016,-209.6610533986266,-1445.4090019240332,-3155.674784048008,-4949.1442220957315
984,-27.97353839071539,-21.82703725224913,-226.8182434765277,-682.6111375509099,-5159.53705286716,-3006.7381825202874,-3889.4930398059587,-6799.297928285561,-1114.8011747446526,-2493.748570464569,-1781.213066769045,-422.75088799154815,-570.2185083491414,-73.14654004713971,-1476.3152595410113,-208.25658270784032,-1435.7265428001572,-3134.5356517580353,-4915.991054677498
985,-27.334736667362336,-21.32859658958859,-221.63863827975337,-667.0230784016878,-5041.714233492639,-2938.076524283198,-3800.672854740547,-6644.029646757714,-1089.3436547957554,-2436.801506343761,-1740.537412483969,-413.09697892841484,-557.1970392473943,-71.47617088658562,-1442.6022297900015,-203.50085026973233,-1402.9403940836664,-3062.9556196474305,-4803.729834310808
986,-26.58050235189461,-20.740086824728,-215.52306933689513,-648.618229616729,-4902.600623950443,-2857.007583943618,-3695.8027064089288,-6460.70411435729,-1059.285916329776,-2369.5640078291917,-1692.5115961087836,-401.69859156089086,-541.8225678342787,-69.50396308824725,-1402.7971964173178,-197.88574863666787,-1364.2297307745464,-2978.4409501554364,-4671.182814474347
987,-26.164347311066948,-20.415371679579554,-212.14875343677426,-638.4632016095749,-4825.843535773124,-2812.2771235482282,-3637.939732044678,-6359.552730952599,-1042.7013097665758,-2332.4651602089684,-1666.0129534926575,-395.40943676771525,-533.3395756826142,-68.41578107371086,-1380.8344390239695,-194.78756972669566,-1342.8708011428673,-2931.8092801137927,-4598.048896644818
988,-25.290197584373303,-19.733294983307246,-205.06087264118813,-617.1321733001129,-4664.612309260622,-2718.319064908001,-3516.3963209025346,-6147.080345703965,-1007.8647035207159,-2254.5375987804928,-1610.3515318393954,-382.1988243655327,-515.5207232275918,-66.13001274874216,-1334.700819364693,-188.27972533770568,-1298.0055450045118,-2833.857657225597,-4444.428279300926
989,-25.136661029813,-19.613494332808138,-203.81594998863014,-613.3855696098612,-4636.293491270606,-2701.816175121192,-3495.0483115096204,-6109.761478038498,-1001.7459662698407,-2240.8503219654917,-1600.575102651579,-379.8784988538673,-512.3910017066455,-65.72853805576688,-1326.5978630912045,-187.1366808745113,-1290.1253654007235,-2816.653333718312,-4417.446196511039
990,-26.242049508995272,-20.476000719248205,-212.7787872852708,-640.3592930148602,-4840.175200352011,-2820.628950982915,-3648.743590812869,-6378.439165196923,-1045.7978969884302,-2339.3920545581664,-1670.960635417392,-396.5837134256869,-534.9234736786162,-68.61896048037475,-1384.9352052159054,-195.3660447834948,-1346.8588239107214,-2940.516091037187,-4611.704062630943
991,-27.74528818430093,-21.648939448222464,-224.96751904656918,-677.0413690478838,-5117.437788166674,-2982.2046894308946,-3857.7567046744,-6743.8190276928635,-1105.704949780456,-2473.4008183138008,-1766.6792511151382,-419.3014503087561,-565.5658079858856,-72.54970054006453,-1464.2692588522002,-206.5573122284929,-1424.0117259195865,-3108.959394670561,-4875.87900459326
992,-30.253051908785768,-23.605683406374602,-245.30125570501758,-738.2358959886608,-5579.978482003608,-3251.7518892821086,-4206.440858092009,-7353.360532895462,-1205.6443248780874,-2696.959672958825,-1926.360927849475,-457.20010033262383,-616.6845928280077,-79.1071205253273,-1596.61754465251,-225.22703846066798,-1552.721326114793,-3389.963345289557,-5316.58635682811
993,-33.029037643427,-25.77171414569064,-267.8098207443338,-805.9755846072983,-6091.99097953113,-3550.1289549896,-4592.419100911352,-8028.0965563068285,-1316.2728808665433,-2944.429634059252,-2103.1216219970775,-499.1522630508365,-673.2708717140213,-86.36590019320873,-1743.121359903829,-245.89361609083224,-1695.197274133649,-3701.022537461427,-5804.430291649676
994,-33.632350382149326,-26.24246366042557,-272.701670096843,-820.6976404704526,-6203.268086718176,-3614.9760766579607,-4676.304831250908,-8174.738822194241,-1340.316094151613,-2998.212972395572,-2141.5375177107608,-508.26984383268456,-685.5689258656714,-87.94347106706533,-1774.9614435575604,-250.38514117126763,-1726.161970143668,-3768.6259011214415,-5910.45477755155
995,-33.57631514325871,-26.19874079527992,-272.24731876379263,-819.3302668608716,-6192.932751685324,-3608.953124181024,-4668.513586946925,-8161.118797498816,-1338.082978366622,-2993.2176158937464,-2137.9694778611924,-507.4230097043395,-684.4266917339393,-87.7969474564904,-1772.0041602460685,-249.96797165915288,-1723.2859921860806,-3762.3469509363013,-5900.607302080789
996,-33.44369841121758,-26.095263347768523,-271.1720206089067,-816.0941493181969,-6168.472458774239,-3594.698803318937,-4650.074308760832,-8128.884739052974,-1332.7979376754765,-2981.39527217276,-2129.5251168838813,-505.4188356005896,-681.7234042888397,-87.45017491146311,-1765.0052564088705,-248.9806704804813,-1716.4795110197922,-3747.486768831469,-5877.301610133317
997,-32.54339890637497,-25.392782647761567,-263.87210919123044,-794.1250133242638,-6002.418075913072,-3497.930033522807,-4524.894983610162,-7910.0563422798095,-1296.919210729954,-2901.136544376766,-2072.198609967488,-491.8130339385129,-663.3715092390087,-85.09602890155944,-1717.4915712042307,-242.27814698583785,-1670.2721318345623,-3646.604969190208,-5719.085504236403
998,-32.043191007211384,-25.00248320489464,-259.816266291534,-781.9189249027384,-5910.157985186474,-3444.165144412011,-4455.345142789935,-7788.47492183198,-1276.9849304892675,-2856.544662003805,-2040.34790757701,-484.2536279528196,-653.1751658897457,-83.78806147116069,-1691.0928888436447,-238.5542138076936,-1644.599235266503,-3590.554873870852,-5631.180373200731
999,-31.94867823761588,-24.928737305682297,-259.04992704312235,-779.6126214145786,-5892.725720097729,-3434.006431234242,-4442.20391073055,-7765.50248017903,-1273.218408531916,-2848.11916070406,-2034.3298136974047,-482.8253010563443,-651.2485976542242,-83.54092498132431,-1686.1049376582612,-237.85058789726003,-1639.748419111373,-3579.9643778919153,-5614.570964573378
1000,-32.834035012087654,-25.61955857498373,-266.22867810531847,-801.2171244459565,-6056.0240136168,-3529.169080369857,-4565.30557073349,-7980.698870366749,-1308.5016379347744,-2927.0457934328997,-2090.7048433205805,-496.20528028419574,-669.2958969355933,-85.85599802840801,-1732.8300139798364,-244.44186618867286,-1685.1888708412466,-3679.1717908171377,-5770.161077011423
1001,-36.2443396509707,-28.280532147748648,-293.88050023476507,-884.4354823250499,-6685.032503716216,-3895.725968116281,-5039.480699073927,-8809.613573330329,-1444.409064609328,-3231.063190133991,-2307.855748565294,-547.743605335274,-738.8122661928154,-94.7734249679975,-1912.810276317246,-269.8308026959761,-1860.2208893399866,-4061.3086990847996,-6369.478434162019
1002,-37.026218017624466,-28.890611859414435,-300.2202158352615,-903.5149020907353,-6829.244878541285,-3979.766231677816,-5148.194527928843,-8999.658317913829,-1475.5684735292361,-3300.765064522793,-2357.641797932934,-559.5597642061149,-754.7502397775854,-96.81791774755285,-1954.0742361235996,-275.6517079550171,-1900.3503684415161,-4148.920984001463,-6506.883541897389
1003,-35.388868337240595,-27.61302973985823,-286.9440698835292,-863.5602452187816,-6527.246388881331,-3803.7755603016994,-4920.5343693664445,-8601.681196313504,-1410.3168302917984,-3154.800747539457,-2253.3836735285545,-534.8152709758733,-721.3741584483702,-92.53649784655373,-1867.6624177617998,-263.4620148110244,-1816.314292520826,-3965.450059591652,-6219.140308641713
1004,-33.075360107576586,-25.807858380877715,-268.18541784632214,-807.1059467912186,-6100.53485649162,-3555.107929037201,-4598.859862869313,-8039.3557767217135,-1318.1189232488025,-2948.559128767428,-2106.0712016060543,-499.85231259693495,-674.2151185962533,-86.48702637795066,-1745.5660474413296,-246.2384762208471,-1697.574749245254,-3706.2131362811433,-5812.5708713721715
1005,-30.95685450925193,-24.154842592604105,-251.00790844813045,-755.4101085249968,-5709.790290016236,-3327.400172392446,-4304.298886550042,-7524.428043070003,-1233.6922591375749,-2759.7013506217518,-1971.1755083600501,-467.8363369846372,-631.0310535225642,-80.94745707414829,-1633.761023044851,-230.46668753282918,-1588.8436092620843,-3468.8269596149244,-5440.270648740885
1006,-29.05165638697089,-22.668265177651637,-235.55996312441727,-708.9194057992462,-5358.388898899247,-3122.619788176567,-4039.396580214602,-7061.347203425545,-1157.7663224478802,-2589.859229559689,-1849.8621534747354,-439.0439766209065,-592.1950930436691,-75.9656543146011,-1533.2133904541195,-216.28292412092802,-1491.0603587041296,-3255.342653320141,-5105.456482734966
1007,-27.320914641769317,-21.317811616185992,-221.5265649509343,-666.6857929113245,-5039.164850851203,-2936.5908626722203,-3798.7510144788976,-6640.670040666176,-1088.7928195687907,-2435.569318406644,-1739.6572959877426,-412.8880931767565,-556.915288161567,-71.44002839597715,-1441.8727665731667,-203.397948456744,-1402.2309861874614,-3061.406811935095,-4801.300790361353
1008,-27.296259136657444,-21.298573555521894,-221.3266503643921,-666.0841485231089,-5034.617303436748,-2933.940763582368,-3795.322866985145,-6634.677229800189,-1087.8102486233943,-2433.3713615458405,-1738.0873584539331,-412.51548616028464,-556.4127051436049,-71.37555800732419,-1440.5715619161099,-203.21439387141342,-1400.9655558861234,-3058.644073853634,-4796.967901154218
1009,-26.45311557548327,-20.640690177963528,-214.49017730642726,-645.5097336109484,-4879.104962309091,-2843.315405312713,-3678.0906110245396,-6429.741258216357,-1054.209299778563,-2358.2078973817083,-1684.4002521840985,-399.7734553091198,-539.2258889081409,-69.17086608020693,-1396.0743056891924,-196.937383279127,-1357.6916742176322,-2964.166803401217,-4648.796220237481
1010,-25.730634562053556,-20.076956703352145,-208.63207411896423,-627.8797298714188,-4745.848042618844,-2765.6594713767304,-3577.6355011318456,-6254.133739810009,-1025.4169935907453,-2293.8011008848403,-1638.3963250570007,-388.8549406143246,-524.4986835030069,-67.281688327861,-1357.945066193021,-191.55867770292758,-1320.6107317511446,-2883.210205680803,-4521.829436501118
1011,-25.12358614073852,-19.603292330940818,-203.70993467758504,-613.0665157676258,-4633.881913096274,-2700.4108195432395,-3493.230354505357,-6106.583472276233,-1001.2249059200093,-2239.6847387817324,-1599.7425600200131,-379.6809042239202,-512.1244804092413,-65.6943492132994,-1325.9078303185229,-187.03934132168456,-1289.4543038772865,-2815.1882453417797,-4415.148452234525
1012,-24.240470775822374,-18.914219976245203,-196.5493576687109,-591.5167076806307,-4470.9970329785165,-2605.489088506703,-3370.440344274577,-5891.9318830763295,-966.0310011485507,-2160.957920312965,-1543.5102519908205,-366.33479836120256,-494.1228704931417,-63.3851371106387,-1279.3010453294075,-180.46474981075627,-1244.1288912657167,-2716.2319904239616,-4259.952238815312
1013,-23.85270692269929,-18.611657749437228,-193.40524644400227,-582.054482302331,-4399.476514551175,-2563.8102573662945,-3316.5249336910106,-5797.68131218399,-950.5778399164128,-2126.3900533203337,-1518.819416231809,-360.4747061930549,-486.21861030155486,-62.37119372546027,-1258.8366448138822,-177.57793678692227,-1224.2271237992152,-2672.781655142788,-4191.807708557637
1014,-24.222913067636643,-18.90052014516623,-196.4069942510218,-591.0882639496288,-4467.758628001555,-2603.6018967305954,-3367.999087725996,-5887.664275338431,-965.3312915359204,-2159.3927086090603,-1542.3922661712888,-366.06945700098777,-493.764970465199,-63.33922637932522,-1278.3744298918066,-180.33403669696028,-1243.2277515056728,-2714.264586032617,-4256.86669650114
1015,-24.515043446386404,-19.12846201545894,-198.77567920065783,-598.2168383675773,-4521.640174639493,-2635.001555643697,-3408.6174413640965,-5958.670004083915,-976.9732684950067,-2185.4351671719087,-1560.9936472537036,-370.4842855900932,-499.7198177386296,-64.1031028024558,-1293.7917335557188,-182.5088804201185,-1258.2211832578926,-2746.9988463311506,-4308.204868622048
1016,-26.44601777855712,-20.63515194837841,-214.4326261375742,-645.3365329537347,-4877.795819871597,-2842.5524979989677,-3677.103720079369,-6428.016055088269,-1053.9264384457974,-2357.5751522248106,-1683.9483004698197,-399.6661896528628,-539.0812059181213,-69.15230642286744,-1395.6997164697366,-196.88454180759246,-1357.3273836763378,-2963.371469711099,-4647.548873344517
1017,-29.547755035282503,-23.05535827707455,-239.5824869263567,-721.0252201560692,-5449.891065056769,-3175.942994105721,-4108.375063119203,-7181.929822062376,-1177.536840864334,-2634.084785789183,-1881.4511996095785,-446.54128143718765,-602.307672556605,-77.26287668022437,-1559.3952053718629,-219.9762648681837,-1516.5223502219656,-3310.932292292587,-5192.6394655694485
1018,-31.8089637086486,-24.819721628585786,-257.91707771938337,-776.2033032146902,-5866.956284749151,-3418.9892030584115,-4422.777741599284,-7731.543218605103,-1267.650506508005,-2835.664071826175,-2025.4335010058155,-480.71386129633737,-648.4006272191052,-83.17559277895752,-1678.7314446016073,-236.810445247054,-1632.5776474037893,-3564.3088620969647,-5590.0179257329455
1019,-32.876248225385254,-25.6524964667268,-266.57095610954974,-802.2472125651742,-6063.809966008216,-3533.706371235817,-4571.174974775824,-7990.959288970636,-1310.1839184928008,-2930.808961997608,-2093.3927666739223,-496.84322866088235,-670.1563799814983,-85.96637914837446,-1735.057834074494,-244.75613388779945,-1687.3554409026285,-3683.901933289944,-5777.579508532731
1020,-33.3757089880303,-26.042212938058448,-270.6207409914722,-814.4350693385719,-6155.932252267711,-3587.390954313587,-4640.620932338664,-8112.359109089193,-1330.0884238563542,-2975.334239617212,-2125.195895199739,-504.39134352486434,-680.3374935423377,-87.27239293063221,-1761.4170859909268,-248.4745048057821,-1712.98999109792,-3739.868309273497,-5865.353339895459
1021,-32.88409315882994,-25.65861766784719,-266.6345652961768,-802.4386448705156,-6065.256912912819,-3534.549584582588,-4572.2657489783805,-7992.866092427996,-1310.4965547026995,-2931.5083119078636,-2093.8922922528614,-496.96178543885065,-670.3162927599407,-85.98689245385496,-1735.4718537381027,-244.81453761949544,-1687.7580778166907,-3684.780986315863,-5778.958155098638
1022,-32.553111681116015,-25.400361277720155,-263.9508634222925,-794.3620247499243,-6004.209533985433,-3498.9740119521425,-4526.245465956185,-7912.41714656035,-1297.306284132686,-2902.002406170416,-2072.81707020808,-491.95981852075926,-663.569496488509,-85.12142632739244,-1718.0041669782227,-242.3504563679377,-1670.7706346805442,-3647.693320555633,-5720.792399984668
1023,-32.30207381088604,-25.204482841867595,-261.9153694502268,-788.2361909790021,-5957.907233038253,-3471.991184855462,-4491.340691474339,-7851.399435924845,-1287.3019254159262,-2879.623209042238,-2056.8322516820144,-488.1660016257736,-658.4522875783488,-84.46500055201679,-1704.7555377427386,-240.48153695366366,-1657.8862534305551,-3619.563623726202,-5676.675709875653
1024,-32.95395042331358,-25.71312550639545,-267.2009899580463,-804.1433039704598,-6078.141630587104,-3542.0581986705033,-4581.978833544014,-8009.8457232149585,-1313.280505714655,-2937.735856346806,-2098.3404485986566,-498.0175053188542,-671.7402779775001,-86.16955855503834,-1739.1586002664294,-245.3346089445985,-1691.3434636704824,-3692.6087442133394,-5791.234674518852
1025,-35.39671327068528,-27.61915094097862,-287.0076790701562,-863.7516775241229,-6528.693335785932,-3804.6187736484703,-4921.625143569004,-8603.587999770863,-1410.6294665016974,-3155.5000974497125,-2253.883199107494,-534.9338277538417,-721.5340712268128,-92.55701115203422,-1868.0764374254086,-263.52041854272045,-1816.716929434888,-3966.329112617572,-6220.518955207621
1026,-35.75496523132597,-27.898685792143212,-289.9124985927917,-872.4937528013768,-6594.770577762635,-3843.125516484359,-4971.437165485804,-8690.66535765695,-1424.9065200870734,-3187.4370766847155,-2276.6948672123995,-540.3479206143942,-728.8367547756874,-93.49378543564319,-1886.983335396881,-266.187522290174,-1835.1040151770605,-4006.472534134571,-6283.4771483840295
1027,-34.08399440760772,-26.594869953499607,-276.3637418412291,-831.7186717636745,-6286.5708870829685,-3663.5210736220783,-4739.1022603410165,-8284.516221239368,-1358.3150073786408,-3038.4755458002837,-2170.2959188982795,-515.0953269071455,-694.775332967433,-89.12445136829916,-1798.7971470481866,-253.74752743891244,-1749.3423524818186,-3819.234239613676,-5989.825429845895
1028,-32.42348349514905,-25.29921571634986,-262.8997973385026,-791.1988337997608,-5980.300458942767,-3485.0409152221605,-4508.221720799636,-7880.9094894316,-1292.1403429500733,-2890.4464814628595,-2064.563004689412,-490.00080890385453,-660.9271281971019,-84.78246837492912,-1711.1629849176377,-241.3854042299123,-1664.1175390053265,-3633.168015794007,-5698.011906728971
1029,-30.51791180460875,-23.812346815629763,-247.4488230059024,-744.6990152499465,-5628.830165592224,-3280.220377989768,-4243.267472835504,-7417.737849622505,-1216.199518821812,-2720.571058024119,-1943.2258628717664,-461.20280297926803,-622.0835528239953,-79.79968879131144,-1610.5956371048294,-227.1988596879303,-1566.3151152609867,-3419.6418498313233,-5363.132090886579
1030,-28.041154245643398,-21.87979617619155,-227.36649408507526,-684.2611017064709,-5172.0083571401365,-3014.0058785091246,-3898.894474599433,-6815.7327580847095,-1117.4958011252086,-2499.776300643439,-1785.5185015208579,-423.77273450641786,-571.5968042014316,-73.32334520390009,-1479.8837147368783,-208.75996725245875,-1439.1968895356454,-3142.112251648104,-4927.873675078885
