,Z1_1,Z1_2,Z1_3,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9
5667,-17.309658861571382,-13.506284529262246,-140.35215578815192,-422.390823823602,-3192.653893881744,-1860.5301731425445,-2406.7673071292024,-4207.316428581499,-689.8243534222943,-1543.0989257905276,-1102.1912964639098,-261.5927078066341,-352.8437381862906,-45.26212013066244,-913.5245301419876,-128.8664434223243,-888.4087642849828,-1939.6095718578601,-3041.9508227549554
5668,-17.25623860049566,-13.464602064490045,-139.91900751731058,-421.0872609824682,-3182.8008744837566,-1854.788291781197,-2399.3396542260707,-4194.332005038526,-687.6954497072694,-1538.3366859254545,-1098.7897651406552,-260.7853926042785,-351.7548083140393,-45.122434288581026,-910.7052533850316,-128.4687418207749,-885.6669986320833,-1933.6236393480256,-3032.562896139495
5669,-18.0691231326689,-14.098875094869769,-146.51013085542817,-440.9232941454551,-3332.7321346936737,-1942.161255713306,-2512.3646382625257,-4391.913163286829,-720.0905160282059,-1610.8026575786005,-1150.5501298917225,-273.07013302613706,-368.32481811836783,-47.248003465987814,-953.6055766237438,-134.52048087651943,-927.3878522034777,-2024.710276700467,-3175.416940302021
5670,-20.335561761664792,-15.867319247127929,-164.88712777287287,-496.2289987409703,-3750.761985655789,-2185.7696068971763,-2827.494499544313,-4942.797762134463,-810.4126058118095,-1812.8481768890963,-1294.865448340586,-307.3217507372655,-414.5243812998299,-53.17439510170797,-1073.217828962561,-151.3935970765203,-1043.7115739946764,-2278.672881855457,-3573.714498176121
5671,-24.044721007964483,-18.761481434003027,-194.9621570119216,-586.7400158711615,-4434.892262597084,-2584.448907853934,-3343.222930839328,-5844.352596806979,-958.2299833396487,-2143.5074749332557,-1531.0458994496626,-363.37652447285063,-490.1326659262906,-62.87328129769699,-1268.9702689612618,-179.00743764843543,-1234.0821416005465,-2694.29752444387,-4225.5517245041165
5672,-26.875994844977804,-20.97065206692945,-217.91901536651417,-655.8288464512522,-4957.102290690353,-2888.7686200053363,-3736.888534705269,-6532.5270445845,-1071.061880235962,-2395.9061877821505,-1711.3270595821716,-406.16423019769684,-547.8459491556132,-70.27663092801231,-1418.3919370799194,-200.0856225305529,-1379.3957212042214,-3011.5519474650787,-4723.1118351235
5673,-28.173397409425263,-21.982982137935313,-228.43876323107415,-687.4881034250818,-5196.399747817668,-3028.220046354698,-3917.281811156834,-6847.876016365912,-1122.7659543777877,-2511.5653419877467,-1793.9390755658387,-425.7712630493122,-574.2924767523198,-73.66914092485689,-1486.862903352,-209.7444873010496,-1445.9841975155505,-3156.930574085036,-4951.113717189885
5674,-28.51595950317657,-22.25027458685912,-231.2163643804556,-695.8473140916533,-5259.5830959851755,-3065.040362497044,-3964.9122846685204,-6931.139767337279,-1136.417735543366,-2542.1036214022392,-1815.7516925128648,-430.948242353928,-581.2753347443092,-74.56488859750489,-1504.9417619962549,-212.29478358511105,-1463.5660094295984,-3195.315889550196,-5011.314617234478
5675,-28.552195624325844,-22.278548706319977,-231.51017824249482,-696.7315490258487,-5266.266612639753,-3068.9352050987964,-3969.9506226517615,-6939.947383306987,-1137.8618170843267,-2545.333951940086,-1818.0590249489187,-431.4958617569245,-582.0139794828293,-74.65964053234333,-1506.8541385376864,-212.56455320294518,-1465.425808508838,-3199.376277336587,-5017.682651372237
5676,-28.490556861546164,-22.230453554659746,-231.01039177613941,-695.2274380553098,-5254.897744103614,-3062.309957374165,-3961.38025391738,-6924.965356142019,-1135.4053897208364,-2539.839059788078,-1814.1341811143936,-430.56434421574494,-580.7575219379239,-74.49846456071093,-1503.6011268950456,-212.10566673961893,-1462.2622327554925,-3192.469432132932,-5006.850428354399
5677,-27.98922825760476,-21.839279654489907,-226.94546184978188,-682.9940021615927,-5162.430946676359,-3008.4246092138287,-3891.674588211074,-6803.111535200281,-1115.4264471644503,-2495.147270285081,-1782.2121179269247,-422.9880015474848,-570.5383339060264,-73.18756665810065,-1477.1432988682293,-208.37339017123244,-1436.5318166282816,-3136.2937578098736,-4918.748347809312
5678,-27.49275604103388,-21.451895069299354,-222.9199090389554,-670.8790719807057,-5070.859878285284,-2955.0612502681624,-3822.644163677781,-6682.438116398814,-1095.6410413094297,-2450.888411678908,-1750.5992848597516,-415.48505117034784,-560.4181394988791,-71.8893674684069,-1450.9417687284092,-204.67726829389585,-1411.0506519240616,-3080.662259169528,-4831.499715138358
5679,-27.36238071854837,-21.350166536393786,-221.86278493739155,-667.6976493824144,-5046.812998775514,-2941.047847505153,-3804.516535263845,-6650.7488589407885,-1090.445325249684,-2439.265882217994,-1742.297645476423,-413.5147504317318,-557.7605414190489,-71.54845586780259,-1444.0611562236707,-203.70665389570885,-1404.359209876076,-3066.0532350721,-4808.587922209716
5680,-27.654884665557407,-21.57839989245413,-224.23449889591458,-674.8353396244266,-5100.763447647005,-2972.4876594347693,-3845.18683053064,-6721.845387850911,-1102.1021896473371,-2465.341643157523,-1760.9228134911684,-417.9352245816928,-563.723003586691,-72.31330911500365,-1459.4981751096598,-205.88427874894782,-1419.3718148146795,-3098.829355038535,-4859.991744167097
5681,-27.972791254196853,-21.826454280713854,-226.81218545875385,-682.5929059027823,-5159.399248400056,-3006.6578764872606,-3889.389156548573,-6799.116327956292,-1114.7713998675197,-2493.681965711212,-1781.1654929043848,-422.7395968698369,-570.2032785607182,-73.1445863989987,-1476.2758290968582,-208.2510204476788,-1435.6881964273896,-3134.4519324222333,-4915.859755004555
5682,-27.472956923292532,-21.436446323614554,-222.7593715679444,-670.3959333053208,-5067.20805990701,-2952.9331403929773,-3819.8912573570396,-6677.625707673094,-1094.8520070653997,-2449.1233857149296,-1749.3385774462374,-415.18583644499915,-560.014550105667,-71.83759579267044,-1449.8968619583484,-204.52986839961528,-1410.034473045714,-3078.443696770777,-4828.020273805355
5683,-26.690704988379487,-20.826075126181127,-216.4166269585609,-651.3073977155714,-4922.926782848386,-2868.852723814929,-3711.1254868734295,-6487.49016292496,-1063.6777107069252,-2379.3882089494477,-1699.528741146267,-403.36403201330285,-544.0689616266855,-69.79212618904458,-1408.6131869299188,-198.7061820104935,-1369.8858207578007,-2990.789552186213,-4690.549516233513
5684,-26.51587504304076,-20.689659786926672,-214.9990507994437,-647.041192053679,-4890.680537545886,-2850.061112086883,-3686.8168046450014,-6444.995685875233,-1056.7103894577526,-2363.802696663753,-1688.3964568156146,-400.7219095328662,-540.5051911356809,-69.33497252405084,-1399.3864629980633,-197.40461313269557,-1360.9127695301295,-2971.1992276085743,-4659.825392764735
5685,-25.194564109999966,-19.658674626791985,-204.28544636611562,-614.7985223397615,-4646.9733374712205,-2708.039892680694,-3503.099263957069,-6123.835503557105,-1004.0535192476648,-2246.012190350711,-1604.2620771627994,-380.75356078649054,-513.5713103094355,-65.8799457866943,-1329.6537225130796,-187.5677560370299,-1293.09720929023,-2823.141582242957,-4427.621921164157
5686,-22.93372900489314,-17.89460276104839,-185.95388458197587,-559.6295551052044,-4229.97702001239,-2465.033836744517,-3188.7485271056817,-5574.3129071790145,-913.9547410425599,-2044.466206690398,-1460.3035626988926,-346.5866264881965,-467.4859705411466,-59.96820651203164,-1210.3371985054116,-170.7363567882405,-1177.0610852947898,-2569.806872106481,-4030.309110837135
5687,-20.449873649001653,-15.956513892025072,-165.81400449229562,-499.0184409045152,-3771.8460691228083,-2198.0564299501293,-2843.3886379244386,-4970.582612513131,-814.9681620131912,-1823.0387041528202,-1302.144249633705,-309.0492923590894,-416.8545389285636,-53.4733032672808,-1079.2506869180052,-152.2446228812344,-1049.5785690281537,-2291.481940233144,-3593.8033481364764
5688,-18.470709011385,-14.412222295080333,-149.76631540895596,-450.722805014118,-3406.802035762452,-1985.325748464692,-2568.201889107741,-4489.523340270711,-736.0945124873082,-1646.6027125083488,-1176.1210821469604,-279.13911094594306,-376.510829395782,-48.29808934177474,-974.799440356104,-137.51019571334174,-947.9990275661836,-2069.7094196939747,-3245.990514509151
5689,-17.53529409017094,-13.682341932915435,-142.18167715590147,-427.89678155818086,-3234.2708429473637,-1884.7825951163468,-2438.140050859909,-4262.159728021745,-698.8163663165249,-1563.2135613045443,-1116.5586035915042,-265.0026265634368,-357.4431342900657,-45.85212186924411,-925.4325242762624,-130.54624599110633,-899.9893688608662,-1964.8928112700266,-3081.603323983892
5690,-16.877440385595072,-13.16903549610538,-136.8475925058899,-411.84381538170135,-3112.934009661673,-1814.073133037099,-2346.670842731143,-4102.260638097452,-672.59958700073,-1504.568075973115,-1074.6698157575747,-255.0607938966661,-344.0333055835297,-44.13193468109458,-890.714018199345,-125.64867591887926,-866.2253876387957,-1891.177936096475,-2965.993961957142
5691,-16.456055389137624,-12.840239550210011,-133.430870481351,-401.56116583765305,-3035.2122902146216,-1768.7805304105282,-2288.080685565187,-3999.838052387854,-655.8065562975977,-1467.0029950793885,-1047.8381560888229,-248.6926012515116,-335.44370491290334,-43.0300771295712,-868.4752476969244,-122.51156118777641,-844.5980333977421,-1843.9602307042167,-2891.9409464170094
5692,-16.310737336281285,-12.726851586598933,-132.252586024307,-398.0151102768066,-3008.409321362757,-1753.1610069870032,-2267.875392003523,-3964.5167883443846,-650.0153426951875,-1454.048370551321,-1038.5850394122763,-246.4964780786701,-332.4815110646112,-42.65009256614693,-860.8060263091215,-121.42970158635885,-837.1396638944002,-1827.6768198907519,-2866.403160029499
5693,-16.561028069992712,-12.922147050916214,-134.28202197859872,-404.1227123996013,-3054.5738178428333,-1780.0635280506579,-2302.6762832279824,-4025.3528986506176,-659.9899265348141,-1476.3609629261414,-1054.5222840736803,-250.27900385194457,-337.5834901863484,-43.30456469338153,-874.015225100453,-123.29305874047137,-849.9856987716215,-1855.7227973843808,-2910.3885504655714
5694,-17.289112607311488,-13.490252812042167,-140.18556029936676,-421.889453500089,-3188.8642710363647,-1858.3217572343344,-2403.910517551075,-4202.322419526508,-689.0055443011307,-1541.2672950731915,-1100.8830151857346,-261.2822019595743,-352.4249190046555,-45.20839480678497,-912.4401929277738,-128.71348126788223,-887.3542390338678,-1937.3072901233083,-3038.3400817490087
5695,-19.5873045383454,-15.283473254549534,-158.8200229722067,-477.9700031410334,-3612.7508118504293,-2105.3431148218024,-2723.455417271786,-4760.925032368217,-780.5930663628958,-1746.1435164013885,-1247.220222882687,-296.0136923434316,-399.27174819409913,-51.21781648849758,-1033.728239143103,-145.82299352474809,-1005.3076816676993,-2194.8279670498787,-3442.217875723208
5696,-22.3894400511356,-17.469907997600213,-181.5406186336131,-546.347799444142,-4129.586465726615,-2406.5308916851973,-3113.0695740996557,-5442.017067304117,-892.263743051014,-1995.9446438693344,-1425.6460022934216,-338.3610443215385,-456.3910696749211,-58.54497384131393,-1181.612119939785,-166.68425026056596,-1149.125752733429,-2508.8173359748143,-3934.657299097797
5697,-24.17546989870925,-18.863501452676235,-196.02231012237252,-589.9305542935168,-4459.008044340406,-2598.5024636334547,-3361.4025008819567,-5876.132654429637,-963.4405868379613,-2155.163306770848,-1539.3713257653214,-365.3524707723223,-492.7978789003324,-63.2151697223718,-1275.8705966880764,-179.98083317670316,-1240.792756834916,-2708.948408209198,-4248.529167269227
5698,-24.807920961654702,-19.356986857286927,-201.15042216806785,-605.3636444336532,-4575.659525744537,-2666.4815205898244,-3449.3396782595837,-6029.85733315867,-988.6450203312263,-2211.544230488116,-1579.6426022007795,-374.9104053009099,-505.68989480048316,-64.86893287372736,-1309.2484676637841,-184.6892864034382,-1273.2529613828806,-2779.8168259654863,-4359.674340415899
5699,-24.880393203953236,-19.413535096208648,-201.73804989214642,-607.1321143020448,-4589.026559053693,-2674.2712057933304,-3459.4163542260685,-6047.472565098087,-991.5331834131482,-2218.0048915638104,-1584.2572670728878,-376.0056441069028,-507.1671842775235,-65.05843674340426,-1313.0732207466474,-185.2288256391066,-1276.9725595413593,-2787.9376015382677,-4372.410408691418
5700,-24.619642558982225,-19.210078030397508,-199.6238016890185,-600.7692691054615,-4540.932800034152,-2646.244400267314,-3423.1610973981988,-5984.094050182042,-981.1417512936566,-2194.759832641984,-1567.653988306231,-372.0650426296706,-501.851988117863,-64.37661354219564,-1299.3119957371707,-183.28759684273263,-1263.5896754453881,-2758.7195533434133,-4326.586822834137
5701,-23.972995902184486,-18.705516166616587,-194.3805873056171,-584.989777650898,-4421.663033755031,-2576.739528683454,-3333.250138130229,-5826.918965196834,-955.3715951348604,-2137.113418610919,-1526.4788084422153,-362.29257678856897,-488.6706062376733,-62.6857310761611,-1265.184946322552,-178.47346067292858,-1230.4008898148352,-2686.26046820689,-4212.94695590154
5702,-23.305802991126853,-18.184922585615574,-188.97077743343044,-568.7089158728215,-4298.6036446305325,-2505.026241191383,-3240.482389284133,-5664.7498711566395,-928.7826298549004,-2077.6353738625185,-1483.9953473000244,-352.20960510040754,-475.07040517584846,-60.94112328624907,-1229.9735596937192,-173.50636234868236,-1196.1575789331669,-2611.4991013358153,-4095.6963479629962
5703,-23.18103119253041,-18.087566339224576,-187.9590884651716,-565.664230635488,-4275.590298624047,-2491.615133676069,-3223.133885300596,-5634.422616168155,-923.8102253736536,-2066.512380051787,-1476.0505119016532,-350.32398777462595,-472.5270305091914,-60.61486404670226,-1223.3886755201304,-172.57746490170692,-1189.7537346809402,-2597.517972256901,-4073.769302581432
5704,-23.740262876658782,-18.52392053337827,-192.49351476901447,-579.3106192591054,-4378.736942251917,-2551.7241993959065,-3300.8905034543513,-5770.350462628502,-946.0967209078642,-2116.3660379400044,-1511.6595496003424,-358.77539237550934,-483.92652714387884,-62.077169680239926,-1252.9023629688213,-176.740816632612,-1218.4559946976574,-2660.1818951046052,-4172.04710777964
5705,-24.568837275721396,-19.170435965998774,-199.2118564803862,-599.5295170327747,-4531.562096271032,-2640.783590021557,-3416.097035895921,-5971.745227791524,-979.117059648598,-2190.2307094136613,-1564.4189655092891,-371.2972463533044,-500.81636250509246,-64.24376546860772,-1296.6307255347513,-182.90936315174858,-1260.982122097176,-2753.026638508885,-4317.658445073979
5706,-24.40932362901277,-19.045971543217465,-197.9184696856361,-595.6370601575012,-4502.140842544178,-2623.638251970541,-3393.917960443914,-5932.97355749188,-972.7601233806572,-2176.0105945717987,-1554.2619454041849,-368.8865918679488,-497.5648026767615,-63.826661590504465,-1288.212325708037,-181.721820607262,-1252.7951715112456,-2735.152560315185,-4289.625964900542
5707,-24.063772989187285,-18.776347208152554,-195.11663646515868,-587.2049228984191,-4438.4062765082535,-2586.496711696093,-3345.8719539026824,-5848.983405203424,-958.9892427065456,-2145.205896143876,-1532.2590329985155,-363.66444807648804,-490.5210255310795,-62.92309932529246,-1269.975745287169,-179.14927528255444,-1235.059974106126,-2696.4323675068176,-4228.8998661641745
5708,-24.24831570926705,-18.9203411773656,-196.612966855338,-591.7081399859721,-4472.4439798831145,-2606.3323018534743,-3371.531118477135,-5893.8386865336915,-966.3436373584494,-2161.6572702232206,-1544.0097775697598,-366.4533551391708,-494.28278327158415,-63.4056504161192,-1279.7150649930165,-180.52315354245232,-1244.5315281797791,-2717.111043449881,-4261.330885381219
5709,-23.43393690405673,-18.28490220391533,-190.0097274816724,-571.8356435267298,-4322.237110738989,-2518.798725855314,-3258.298367925908,-5695.894327626845,-933.8890212832466,-2089.058089063359,-1492.1542650893705,-354.1460324738899,-477.6823138904095,-61.276173942430404,-1236.7358808659978,-174.46028996638472,-1202.733981862849,-2625.8569674258365,-4118.214241872805
5710,-21.584400452407046,-16.841756168340886,-175.01310448212254,-526.7031985864965,-3981.1021524212974,-2320.0011410998595,-3001.135364265758,-5246.342712513174,-860.1813129399762,-1924.1780221264441,-1374.385163121293,-326.19486067764836,-439.98097264903504,-56.439917969387636,-1139.1258163646814,-160.69091493651752,-1107.8075360760968,-2418.6097516482932,-3793.181901501178
5711,-19.221954780778557,-14.998400173799824,-155.85765228071816,-469.054727206566,-3545.364427436229,-2066.0734646721694,-2672.656504409813,-4672.122471354045,-766.0331514447546,-1713.5737920094873,-1223.956603063503,-290.49233382662203,-391.8243816552052,-50.262482547549105,-1014.4467519521747,-143.10304830576004,-986.5563053842324,-2153.889211842761,-3378.012335653838
5712,-17.418740793278452,-13.591398373412463,-141.23662638315668,-425.05264445025284,-3212.773346079031,-1872.2548539643165,-2421.9342627076235,-4233.83007665526,-694.1714854837435,-1552.8232197807474,-1109.1370807044023,-263.2412115764791,-355.0672872960627,-45.547352759248284,-919.2813749883587,-129.6785334059077,-894.0073347090854,-1951.832594884933,-3061.120575004705
5713,-16.44073909050752,-12.828288633736866,-133.3066811169839,-401.18741705103423,-3032.387298638975,-1767.1342567334991,-2285.951078788765,-3996.115245637771,-655.1961713163666,-1465.637597635556,-1046.8628918632742,-248.4611332564306,-335.1314942502299,-42.99002734268072,-867.6669235917833,-122.39753485446505,-843.8119327560016,-1842.2439843202785,-2889.249303121668
5714,-15.769436928597909,-12.304488709291848,-127.86355214704024,-384.80628120825514,-2908.5699849454,-1694.979286059786,-2192.611972027042,-3832.947349786577,-628.4434442121742,-1405.7932267436884,-1004.1177744654486,-238.3160603988572,-321.44752935207805,-41.23467448799321,-832.2386695201077,-117.39984409933045,-809.3577168241104,-1767.022161102293,-2771.276546981934
5715,-15.368971754659619,-11.992015966384196,-124.6164546201735,-375.0341178117837,-2834.70679057728,-1651.9352523579382,-2136.9305460679066,-3735.609573296604,-612.4841100687718,-1370.0930789439765,-978.618183007202,-232.26401916161805,-313.2843627572985,-40.18751908441781,-811.1039514539776,-114.41847265275044,-788.8040610205559,-1722.1485971124876,-2700.89992228422
5716,-15.183681898061307,-11.847439025635872,-123.11406621222021,-370.5126690761029,-2800.531282735313,-1632.0193561675312,-2111.1674982360682,-3690.572691637065,-605.0999405397347,-1353.5751001112742,-966.819864571297,-229.46382097722386,-309.5073752283707,-39.70301434545008,-801.325201303977,-113.03903213269102,-779.2941605741353,-1701.3862018336222,-2668.337603394233
5717,-15.256901276878386,-11.904570236092873,-123.70775195407269,-372.29937059262187,-2814.036120511574,-1639.889347404063,-2121.3480574599394,-3708.3695239057533,-608.0178784987896,-1360.1023659403259,-971.4821033080659,-230.570350904928,-310.9998944938341,-39.89447186326797,-805.1893848309934,-113.58413362852095,-783.0521051053821,-1709.590696742206,-2681.2049713426954
5718,-15.488140029367006,-12.08499992626063,-125.58270845512727,-377.9420656881591,-2856.6866030804804,-1664.744064625559,-2153.499925621045,-3764.574825815541,-617.2332029715193,-1380.716537104525,-986.2062144206168,-234.06495307456515,-315.7135140107824,-40.499125962907144,-817.3931072964175,-115.30565314851444,-794.9203074770239,-1735.5018311728863,-2721.8422201187077
5719,-17.088880020342344,-13.334016440588341,-138.56201153593338,-417.0033718018534,-3151.9326738523055,-1836.7997403834106,-2376.069804571507,-4153.653531281523,-681.0258772294295,-1523.4172211733355,-1088.1332194566116,-258.25618134095475,-348.3433357072658,-44.68481710499727,-901.8728338947086,-127.22279554459223,-877.0774111320903,-1914.8705081284052,-3003.151769400152
5720,-19.431900142488747,-15.162215175212236,-157.55995527521358,-474.17782033046234,-3584.0874826926506,-2088.6394599524288,-2701.847699735405,-4723.152163879571,-774.3998919191878,-1732.2897277029929,-1237.3248590332182,-293.66513902748807,-396.1039522020952,-50.81145767516981,-1025.5267067592315,-144.6660434111499,-997.3316361319912,-2177.4143452030885,-3414.9075437509614
5721,-21.568337017258397,-16.82922228033246,-174.88285709998144,-526.3112181517499,-3978.139356378547,-2318.274561389804,-2998.90187423195,-5242.438305433819,-859.5411530816119,-1922.7460199292536,-1373.362325031084,-325.95210156085614,-439.65353219793855,-56.39791453435615,-1138.2780618153877,-160.57132634304463,-1106.9830890615885,-2416.809785928553,-3790.358958532892
5722,-22.9419475065971,-17.901015447936427,-186.02052277749002,-559.8301032346095,-4231.492869150543,-2465.917203107801,-3189.8912429369325,-5576.3105108010095,-914.2822646910254,-2045.1988589773325,-1460.8268752101624,-346.7108288270205,-467.6534982138007,-59.98969664158261,-1210.770933391097,-170.7975416500173,-1177.4828953952358,-2570.727784800301,-4031.753407239513
5723,-23.623709579766288,-18.432976973875295,-191.54846399626962,-576.4664821511772,-4357.239445383583,-2539.196458243876,-3284.684715302065,-5742.020811262018,-941.4518400750827,-2105.9756964162075,-1504.238026713241,-357.0139773885517,-481.550680149876,-61.77240057024412,-1246.7512136809178,-175.87310404741334,-1212.4739605458767,-2647.121678719513,-4151.564358800455
5724,-23.78770604558617,-18.560939225868264,-192.8781988976638,-580.4683289152173,-4387.487525913066,-2556.8236324930467,-3307.4870902983903,-5781.882083537295,-947.9874256058232,-2120.595439778216,-1514.6804900063105,-359.49237860417475,-484.8936187087455,-62.20122633719338,-1255.4061961725513,-177.09402015286915,-1220.8909893684145,-2665.498072928025,-4180.3846370115525
5725,-23.226606520161447,-18.12312760287638,-188.32862754938589,-566.7763611712805,-4283.996371117434,-2496.5138016906453,-3229.470764001169,-5645.500236253771,-925.6264928787798,-2070.575270006605,-1478.9525176459686,-351.01274619901324,-473.45604760300034,-60.7340365833032,-1225.793932613477,-172.91676277156017,-1192.0928634197776,-2602.624851740816,-4081.7785826309855
5726,-22.74769201177629,-17.7494428487648,-184.4454381562485,-555.0898747213957,-4195.66370770332,-2445.037634521085,-3162.881596016456,-5529.094425190201,-906.5407966363898,-2027.8816231043381,-1448.4576703983264,-343.7751371820912,-463.6937532237957,-59.481748124922895,-1200.5190179112578,-169.3513540080195,-1167.5128384756013,-2548.960757491813,-3997.615492274204
5727,-22.63935721658776,-17.664911976149856,-183.56702557901784,-552.4462857428729,-4175.682059973138,-2433.3932597323387,-3147.818523695421,-5502.7623774457115,-902.223439452074,-2018.2239338674758,-1441.5594600224952,-342.13792453395735,-461.48543390244674,-59.19846914447808,-1194.8016035090398,-168.54482628459772,-1161.9526144242666,-2536.821453800541,-3978.5770396973967
5728,-23.021143977562513,-17.962810430675624,-186.6626726615345,-561.7626579361506,-4246.10014266364,-2474.4296426085402,-3200.9028682198964,-5595.5601457038765,-917.438401667146,-2052.2589628332457,-1465.8697048642184,-347.9076877284148,-469.26785578664885,-60.196783344528505,-1214.9505604713393,-171.3871412271395,-1181.547610908625,-2579.6020343953,-4045.671172571524
5729,-23.434684040575274,-18.285485175450606,-190.01578549944642,-571.8538751748575,-4322.374915206094,-2518.87903188834,-3258.402251183294,-5696.075927956116,-933.9187961603798,-2089.1246938167164,-1492.2018389540315,-354.1573235956011,-477.69754367883263,-61.278127590571394,-1236.775311310151,-174.46585222654628,-1202.7723282356171,-2625.9406867616385,-4118.34554154575
5730,-23.323360699312573,-18.198622416694555,-189.11314085111957,-569.1373596038235,-4301.842049607493,-2506.913432967491,-3242.9236458327136,-5669.017478894539,-929.482339467531,-2079.200585566424,-1485.113333119556,-352.4749464606224,-475.4283052037912,-60.987034017562564,-1230.90017513132,-173.6370754624783,-1197.058718693211,-2613.4665057271586,-4098.7818902771705
5731,-22.958758078264285,-17.914132307480127,-186.156828177405,-560.2403153174838,-4234.593469660398,-2467.7240888508827,-3192.2286162281275,-5580.396518209637,-914.9521994265227,-2046.6974659278799,-1461.897287165033,-346.96487906552414,-467.99616845332037,-60.033653724755105,-1211.6581183845447,-170.92269250365175,-1178.345688782512,-2572.611469855844,-4034.707649880743
5732,-23.955438193998766,-18.69181633553761,-194.238223887928,-584.561333919896,-4418.424628778072,-2574.8523369073473,-3330.808881581648,-5822.651357458934,-954.6718855222296,-2135.548206907013,-1525.3608226226838,-362.0272354283542,-488.31270620973055,-62.63982034484763,-1264.258330884951,-178.3427475591326,-1229.4997500547913,-2684.293063815546,-4209.861413587369
5733,-23.16123207478905,-18.072117593539776,-187.79855099416042,-565.1810919601028,-4271.938480245773,-2489.4870238008843,-3220.3809789798547,-5629.610207442442,-923.0211911296236,-2064.747354087809,-1474.789804488139,-350.02477304927737,-472.1234411159794,-60.5630923709658,-1222.3437687500693,-172.4300650074263,-1188.7375558025924,-2595.2994098581516,-4070.2898612484296
5734,-21.29376434669437,-16.614980241118722,-172.6565355680345,-519.6110874648035,-3927.496214717569,-2288.7620942528097,-2960.7247771424304,-5175.700184426235,-848.5988857351559,-1898.2687730703092,-1355.8789297682001,-321.80261433196546,-434.0565849524507,-55.67994884253906,-1123.787373589076,-158.5271957336824,-1092.8907970694127,-2386.0429300213627,-3742.1063287261572
5735,-18.814765378173398,-14.680680687074693,-152.5560325938853,-459.1184789769448,-3470.260992864167,-2022.3066766730888,-2616.0401291342,-4573.150291900622,-749.8058434071531,-1677.2742014295566,-1198.0288468233086,-284.3386724939815,-383.5241469646178,-49.19774431070472,-992.9571598886653,-140.07161651772626,-965.6575322257677,-2108.2621738307394,-3306.454013899632
5736,-17.065718788267557,-13.315944322994799,-138.37421298493922,-416.4381907098932,-3147.6607353720588,-1834.3102533596093,-2372.8494235925273,-4148.023921074081,-680.1028560382997,-1521.352473819248,-1086.6584296521235,-257.90615656790544,-347.87121226614977,-44.624254012626295,-900.6504901259585,-127.05036547958478,-875.8886735762877,-1912.2752087185474,-2999.0814795389033
5737,-16.254702097390663,-12.683128721453269,-131.7982346912566,-396.64773666722573,-2998.073986329904,-1747.1380545100656,-2260.084147699539,-3950.8967636489588,-647.7822269101965,-1449.053014049496,-1035.0169995627082,-245.6496439503251,-331.33927693287893,-42.503568955572,-857.8487429976294,-121.01253207424408,-834.2636859368131,-1821.3978697056118,-2856.555684558737
5738,-15.563227249480429,-12.143588565555813,-126.19153924141482,-379.7743463249975,-2870.535952024502,-1672.8148209446554,-2163.9401929883825,-3782.825658907412,-620.2255781234073,-1387.410314816971,-990.987387819038,-235.1997108065475,-317.24410774730364,-40.695467601077524,-821.3558669338169,-115.8646602947482,-798.7741179401904,-1743.915624420975,-2735.0378372495293
5739,-15.196756787135785,-11.857641027503195,-123.22008152326528,-370.8317229183384,-2802.942860909646,-1633.4247117454834,-2112.9854552403303,-3693.750697399329,-605.621000889566,-1354.7406832950333,-967.6524072028627,-229.66141560717102,-309.7738965257749,-39.73720318791756,-802.0152340766583,-113.13637168551779,-779.9652220975722,-1702.851290210155,-2670.635347670744
5740,-15.111956792281315,-11.791473758249431,-122.53249650591567,-368.7624308558394,-2787.302053893262,-1624.309976997051,-2101.194705526969,-3673.13906002692,-602.2415523349462,-1347.1810437889376,-962.2527735638498,-228.37987329294225,-308.04531553975346,-39.51546412391419,-797.5398786652672,-112.50505515718416,-775.6129087884241,-1693.349145596642,-2655.7328347916573
5741,-15.383914485030456,-12.003675397089706,-124.73761497565356,-375.3987507743386,-2837.462879919374,-1653.5413730184548,-2139.008211215636,-3739.2415798820507,-613.0796076114359,-1371.4251740111301,-979.5696603004202,-232.48984159584342,-313.5889585257605,-40.22659204723778,-811.8925603370419,-114.52971785598105,-789.5709884759124,-1723.8229838285254,-2703.52591574309
5742,-16.135160254424015,-12.589853275809196,-130.82895184741577,-393.73067296678647,-2976.025271593152,-1734.289089225932,-2243.4628265177075,-3921.840710965386,-643.0182465688822,-1438.3962535122685,-1027.405181216963,-243.84306447652241,-328.90251078518367,-42.19098525301217,-851.539871933113,-120.12257044839932,-828.128266293961,-1808.002775977311,-2835.5477368877773
5743,-18.18455572478357,-14.188944197069823,-147.446094601512,-443.7400837811917,-3354.022924861351,-1954.568537815797,-2528.4146015287315,-4419.970414159407,-724.6907345452873,-1621.0930919723608,-1157.9002919818327,-274.8146113305278,-370.6778204297362,-47.54984210377214,-959.6975802454176,-135.3798500714758,-933.3123667961064,-2037.6449140818563,-3195.7027397717907
5744,-20.50516175137373,-15.999653785635454,-166.26229780757205,-500.3675828659684,-3782.043599688556,-2203.999076394041,-2851.075998971036,-4984.021036879283,-817.1715029210492,-1827.967455901288,-1305.664715618612,-309.8848353657231,-417.9815432718728,-53.61787322971472,-1082.168539785344,-152.6562301331876,-1052.4162006129727,-2297.677171082484,-3603.519523934295
