,Z12,Z9,Z7,Z16,Z1_4,Z14,Z15,Z1_1,Z13,Z10,Z11,Z8,Z1_3,Z17,Z4,Z5,Z6,Z1_2,Z2,Z3
0,0.678768838148701,0.683021601939265,0.7677756317571439,0.7760869577256224,0.8943948063401082,0.6361056316810056,0.6954528149542629,0.0,0.6192031363463292,0.6166564487543064,0.6094499631422681,0.6691414941894427,0.8898477025844529,0.5453350746370705,0.907472007469962,0.7723113683118942,0.7649049202517031,0.9857197886306344,0.8152059737770602,0.7986454880197164
1,0.6615534126918412,0.7266528318110421,0.7839138710825603,0.7354112733131671,0.8930646683509043,0.598827825599531,0.688630805627843,0.0,0.6388800220249766,0.5962310653228657,0.6349147880029936,0.6815437009353397,0.8853020006660732,0.5389237093022032,0.919375947095494,0.8097232516501774,0.8165450057545329,0.9814571835921744,0.823677828555403,0.8095411352544547
2,0.622020503068792,0.7705447873925358,0.8175251611397378,0.6829054769029366,0.8808763151055601,0.5382952530750944,0.626950544629097,0.0,0.6615104582981735,0.6178868233359086,0.6724974748099322,0.7108234427556093,0.8799616906308598,0.5306031788818527,0.9188433538736368,0.837065656463103,0.8684293510211102,0.9698421942336116,0.8300721531191887,0.8124759982338295
3,0.6112459288836769,0.7900504771155268,0.8496530724053897,0.639965410592055,0.8498838517070036,0.5173422051114485,0.567895004418804,0.0,0.6445813327090247,0.6534289109908433,0.6756081186247352,0.7369700193424973,0.8579092042592603,0.4977191348778796,0.8961954551203936,0.8344218086038824,0.8859906508794548,0.9438431280684726,0.8260300673443735,0.7996820420236003
4,0.5847746112267261,0.7860055085007784,0.8527924707989619,0.5727530655722408,0.8060536858763379,0.5051404738695771,0.500126337928224,0.0,0.5939743129110029,0.6364408014801723,0.6505153162606035,0.7324846329261775,0.8207325328763426,0.4875281616142426,0.8551519092648481,0.8086143546788411,0.8721957318789567,0.9097979207776268,0.8048464484951129,0.7659463605389633
5,0.5460325776405334,0.7776213288404918,0.8435743604930658,0.5165083400612968,0.7735667696865335,0.4646776699112529,0.470289632587474,0.0,0.5515598909089537,0.5982299950932407,0.6265105571260128,0.7141098039000414,0.7776396667633658,0.4911279819370151,0.8303588843554549,0.7913053144158829,0.8632618289327771,0.8916887711411273,0.7713426324767646,0.7396434758228979
6,0.5158370893378523,0.7754406714804716,0.8368237715288172,0.4812318356395962,0.7613919174183699,0.434741323568372,0.442319545858371,0.0,0.52768063477286,0.5866803152711676,0.6157795045812277,0.7108101992438812,0.7434577668098066,0.5080582289059313,0.8195341243653415,0.7880351942630577,0.859975762646712,0.8864468692275649,0.7408831836347819,0.7345264725085924
7,0.4987627539661385,0.790174513311886,0.8362474864947788,0.4902475793227408,0.7626100579576701,0.4074767013230976,0.414897782881075,0.0,0.5415392080059276,0.5900437908490853,0.6035816193547484,0.7147993927057537,0.7283261371959234,0.532541464252114,0.8283304002978611,0.7981667003517398,0.8675331648806501,0.8878395459288663,0.7360080024373299,0.7480400439048651
8,0.4950133343900414,0.8158701862000234,0.8482853829637568,0.5750965931708012,0.7673118533701073,0.4569768571625406,0.421696190158865,0.0,0.5752749440095266,0.6049064629183026,0.6425436812376809,0.7353496088535806,0.7375098991633334,0.512814986887936,0.8198817567393291,0.8160671271741071,0.8854507132288985,0.889634978642238,0.7574667396892476,0.761922001253663
9,0.5445953830969875,0.8066718316365465,0.8618993618824068,0.6625806058887639,0.7740522806316279,0.525256853337957,0.51015460981093,0.0,0.5592682142957531,0.6630824966109959,0.6422869967385915,0.7732445702581935,0.7552329007273668,0.5024418692892245,0.8054882112700901,0.8108493331912676,0.8818252551487286,0.9076205375256966,0.7607090238274631,0.7503361523747158
10,0.5381648056894649,0.7811940757037192,0.8622155421527621,0.7532924734518518,0.7995746725741909,0.6104691488103345,0.606881811736514,0.0,0.5645895685000981,0.6384619197277374,0.6158039092987415,0.7738039338746885,0.7739664264335312,0.4798748390561674,0.8009024480797651,0.7912015787278965,0.8594107829477465,0.923484860049964,0.7518600733040807,0.7475148826220946
11,0.5826128671871055,0.7556210017506504,0.8347349875610682,0.8160279737013921,0.8233249573738917,0.699091710885775,0.750642585390282,0.0,0.5745993068862547,0.6158329287987027,0.6143576476884629,0.7411150968227841,0.7970438136320451,0.4196369804899522,0.8068707274233791,0.7576914681248424,0.8117035772386803,0.9187682881579808,0.7400272486725977,0.7455399531210042
12,0.6597844531196074,0.7336811998283945,0.789408524942925,0.7993028936443275,0.8241018887023263,0.6981853919777035,0.8198817567393291,0.0,0.5451656416550323,0.6207449472175534,0.6149496906123372,0.7032919418963847,0.8183179246794631,0.4240936389475336,0.816939388271213,0.7287635240920012,0.7544536215600628,0.8798512880918264,0.7199454586165185,0.7438193045227893
13,0.6531306700343149,0.7189322331834962,0.7464140093469074,0.7740651109834167,0.7825549094551071,0.62452333442914,0.811160638755549,0.0,0.5375174586663789,0.602528074385589,0.6012135607754611,0.6833598191100212,0.8232670773154889,0.4583329922094748,0.8115608252055841,0.7139059999930565,0.7104711065204528,0.8186579867032017,0.7057432443388464,0.7370563203058579
14,0.5845567267685079,0.6770493320147939,0.7092946546845122,0.7089090223809154,0.7067171192523788,0.5550267825709425,0.7965190903097901,0.0,0.5065187204437974,0.5823346868812477,0.5782453670841958,0.6690706663651074,0.7924150122008566,0.5090416883880281,0.7759261799150805,0.7040300081417616,0.6812053747957116,0.7826170241492973,0.7090980591642783,0.7167866718854584
15,0.4830068554255115,0.6228116467859589,0.6495900559841499,0.6304740638940085,0.6260846820196637,0.407880113850691,0.73400566466342,0.0,0.5048643803852055,0.5121126514302473,0.5401688552330312,0.6001547649356123,0.7274938393122418,0.5527642833713942,0.7352895630247359,0.6943383874611369,0.6571868369505794,0.7577213561509922,0.7160611764883131,0.6832244724795293
16,0.42030403263028704,0.5697811028672847,0.6006396045097319,0.573214043760496,0.5782623467504271,0.323519267926972,0.565000533198355,0.0,0.4932002879499992,0.4910943364227777,0.5080940827812902,0.5526214951696153,0.6523418769186684,0.5428195625548274,0.7156229034665345,0.6744289823613288,0.6370588832578,0.7404304268558644,0.6839901004269486,0.6468423521227414
17,0.3945907705579984,0.5164831200825419,0.5817521717449062,0.524931883910873,0.5566040701281539,0.316101189276614,0.4067933061871401,0.0,0.4618378043417979,0.4628025948287429,0.4524222004149758,0.5117788996433165,0.6027303293035169,0.4965390848670971,0.7182596796300291,0.6597773648871873,0.6314030207975446,0.7352350876766263,0.6282843008909347,0.6257837797691204
18,0.3913099916408828,0.5050935003294097,0.5865335680051237,0.5040388943742528,0.5412585265025543,0.35388377234782753,0.343078671297106,0.0,0.43187511413807017,0.4345472727566276,0.4112883165493992,0.4884196149799115,0.5724602925363184,0.4521610531142331,0.7281448317298965,0.6682376459163708,0.6512608335121224,0.7359232524665904,0.581120619486307,0.6175513063981674
19,0.4049322891025249,0.5065798719512442,0.6077943471752658,0.4965105320968156,0.5229621727663428,0.3888118090007146,0.376309542642909,0.0,0.4068779588572887,0.4122694586413367,0.39356728962261,0.4870488225352794,0.5449294098319656,0.4316449125824182,0.730062281260072,0.6823012341007526,0.6747585075536413,0.7392710414375063,0.5435899166330548,0.6058904454936616
